"Source1","Source2"
"Nochchiyagama_Town-AN0045-13G/600-23-ODU-1(RTNRF-1)","Kukulkatuwa-AN0126-13G/600-23-ODU-1(RTNRF-1)"
,
"Jubilee_Mw-CM0590-23G/760-23-ODU-1(RTNRF-1)","Hekiththa-GM0016-23G/760-23-ODU-1(RTNRF-1)"
,
"Jubilee_Mw-CM0590-23G/760-24-ODU-1(RTNRF-1)","Hekiththa-GM0016-23G/760-24-ODU-1(RTNRF-1)"
,
"Kithulwala-GM0177-18G/821-23-ODU-1(RTNRF-1)","Mirigama_Suntel(MIR/001)-GM0545-18G/821-23-ODU-1(RTNRF-1)"
,
"Marawila-PU0009-18G/896-23-ODU-1(RTNRF-1)","Halpanwila-PU0056-18G/896-23-ODU-1(RTNRF-1)"
,
"Marawila-PU0009-18G/896-24-ODU-1(RTNRF-1)","Halpanwila-PU0056-18G/896-24-ODU-1(RTNRF-1)"
,
"Nabadawewa-AN0101-18G/1457-23-ODU-1(RTNRF-1)","Kekirawa-AN0009-18G/1457-23-ODU-1(RTNRF-1)"
,
"Nabadawewa-AN0101-18G/1457-24-ODU-1(RTNRF-1)","Kekirawa-AN0009-18G/1457-24-ODU-1(RTNRF-1)"
,
"Galewela-MT0002-15G/845-23-ODU-1(RTNRF-1)","Thalakiriyagama-MT0018-15G/845-23-ODU-1(RTNRF-1)"
,
"Galewela-MT0002-15G/845-24-ODU-1(RTNRF-1)","Thalakiriyagama-MT0018-15G/845-24-ODU-1(RTNRF-1)"
,
"Trinco_Town_Dialog-TR0001-18G/645-23-ODU-1(RTNRF-1)","China_Bay-TR0008-18G/645-23-ODU-1(RTNRF-1)"
,
"Makulugaswewa-MT0032-15G/830-23-ODU-1(RTNRF-1)","Dambulla_DBN-MT0001-15G/830-23-ODU-1(RTNRF-1)"
,
"Makulugaswewa-MT0032-15G/830-24-ODU-1(RTNRF-1)","Dambulla_DBN-MT0001-15G/830-24-ODU-1(RTNRF-1)"
,
"BATTARAMULLA -CM0127-26G/1481-23-ODU-1(RTNRF-1)","BATTARAMULLA _NORTH_RELO-CM1371-26G/1481-23-ODU-1(RTNRF-1)"
,
"Sevanapitiya-PO0090-7G/729-23-ODU-1(RTNRF-1)","Kandakadu-PO0072-7G/729-23-ODU-1(RTNRF-1)"
,
"Lunawa North-CM0974-26G/1240-23-ODU-1(RTNRF-1)","Katubedda-CM0145-26G/1240-23-ODU-1(RTNRF-1)"
,
"Lunawa North-CM0974-26G/1240-24-ODU-1(RTNRF-1)","Katubedda-CM0145-26G/1240-24-ODU-1(RTNRF-1)"
,
"Devos_Lane-CM1032-26G/1228-23-ODU-1(RTNRF-1)","Thummulla-CM0173-26G/1228-23-ODU-1(RTNRF-1)"
,
"Devos_Lane-CM1032-26G/1228-24-ODU-1(RTNRF-1)","Thummulla-CM0173-26G/1228-24-ODU-1(RTNRF-1)"
,
"Veverset _Place-CM0375-23G/1732-23-ODU-1(RTNRF-1)","Wellawatta_Central-CM0178-23G/1732-23-ODU-1(RTNRF-1)"
,
"Kurunegala-KU0250-23G/852-23-ODU-1(RTNRF-1)","Puwakgashandiya-KU0078-23G/852-23-ODU-1(RTNRF-1)"
,
"Kurunegala-KU0250-23G/852-24-ODU-1(RTNRF-1)","Puwakgashandiya-KU0078-23G/852-24-ODU-1(RTNRF-1)"
,
"Dompe-GM0066-18G/676-23-ODU-1(RTNRF-1)","Wanaluwawa-GM0242-18G/676-23-ODU-1(RTNRF-1)"
,
"Dompe-GM0066-18G/676-24-ODU-1(RTNRF-1)","Wanaluwawa-GM0242-18G/676-24-ODU-1(RTNRF-1)"
,
"Kekirawa-AN0009-13G/810-23-ODU-1(RTNRF-1)","Avukana-AN0077-13G/810-23-ODU-1(RTNRF-1)"
,
"Mandarina Colombo-CM1904-26G/1539-23-ODU-1(RTNRF-1)","Unity Plaza DAP-CM0116-26G/1539-23-ODU-1(RTNRF-1)"
,
"Mandarina Colombo-CM1904-26G/1539-24-ODU-1(RTNRF-1)","Unity Plaza DAP-CM0116-26G/1539-24-ODU-1(RTNRF-1)"
,
"Kotawehera-KU0079-13G/824-23-ODU-1(RTNRF-1)","Nabadawa-PU0077-13G/824-23-ODU-1(RTNRF-1)"
,
"MALLAVI_DIALOG-MU0016-18G/1935-23-ODU-1(RTNRF-1)","MALLAVI_TOWN-MU0081-18G/1935-23-ODU-1(RTNRF-1)"
,
"Nittambuwa_Town_West-GM0690-26G/1457-23-ODU-1(RTNRF-1)","Nittambuwa_Dialog-GM0039-26G/1457-23-ODU-1(RTNRF-1)"
,
"Josep Lane-CM0460-26G/673-23-ODU-1(RTNRF-1)","Thummulla-CM0173-26G/673-23-ODU-1(RTNRF-1)"
,
"Josep Lane-CM0460-26G/673-24-ODU-1(RTNRF-1)","Thummulla-CM0173-26G/673-24-ODU-1(RTNRF-1)"
,
"Thellippalai-JA0024-18G/1160-23-ODU-1(RTNRF-1)","Chunnakam_DTP-JA0011-18G/1160-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_south-PO0088-23G/1672-23-ODU-1(RTNRF-1)","Polonnaruwa_DBN-PO0060-23G/1672-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_south-PO0088-23G/1672-24-ODU-1(RTNRF-1)","Polonnaruwa_DBN-PO0060-23G/1672-24-ODU-1(RTNRF-1)"
,
"Ehetuwewa_South-KU0357-11G/448-23-ODU-1(RTNRF-1)","Galgamuwa-KU0096-11G/448-23-ODU-1(RTNRF-1)"
,
"Kala_Traders_Dialog-CM0260-26G/786-23-ODU-1(RTNRF-1)","Sri_Dhamm_Mw_North-CM1041-26G/786-23-ODU-1(RTNRF-1)"
,
"Giriulla-KU0019-18G/1417-23-ODU-1(RTNRF-1)","Loluwagoda-GM0278-18G/1417-23-ODU-1(RTNRF-1)"
,
"Giriulla-KU0019-18G/1417-24-ODU-1(RTNRF-1)","Loluwagoda-GM0278-18G/1417-24-ODU-1(RTNRF-1)"
,
"Kohilawatta-CM0239-23G/761-23-ODU-1(RTNRF-1)","Kelanimulla-CM0366-23G/761-23-ODU-1(RTNRF-1)"
,
"Kohilawatta-CM0239-23G/761-24-ODU-1(RTNRF-1)","Kelanimulla-CM0366-23G/761-24-ODU-1(RTNRF-1)"
,
"Hamannapahuwa-KU0180-13G/888-23-ODU-1(RTNRF-1)","Kadawalagedara-KU0037-13G/888-23-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-18G/1231-23-ODU-1(RTNRF-1)","Mirihana_RT-CM0067-18G/1231-23-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-18G/1231-25-ODU-1(RTNRF-1)","Mirihana_RT-CM0067-18G/1231-25-ODU-1(RTNRF-1)"
,
"NITTAMBUWA-GM0039-15G/977-23-ODU-1(RTNRF-1)","WEWELDENIYA-GM0053-15G/977-23-ODU-1(RTNRF-1)"
,
"NITTAMBUWA-GM0039-15G/977-24-ODU-1(RTNRF-1)","WEWELDENIYA-GM0053-15G/977-24-ODU-1(RTNRF-1)"
,
"Nittambuwa_RT-GM0087-26G/816-23-ODU-1(RTNRF-1)","Nittambuwa-GM0039-26G/816-23-ODU-1(RTNRF-1)"
,
"Nittambuwa_RT-GM0087-26G/816-24-ODU-1(RTNRF-1)","Nittambuwa-GM0039-26G/816-24-ODU-1(RTNRF-1)"
,
"Ranajayapura-AN0155-18G/610-23-ODU-1(RTNRF-1)","Kekirawa-AN0009-18G/610-23-ODU-1(RTNRF-1)"
,
"Ranajayapura-AN0155-18G/610-24-ODU-1(RTNRF-1)","Kekirawa-AN0009-18G/610-24-ODU-1(RTNRF-1)"
,
"Omanthei_Dialog-VA0028-13G/922-23-ODU-1(RTNRF-1)","Ichchankulam_South-VA0050-13G/922-23-ODU-1(RTNRF-1)"
,
"Muthur_East-TR0099-18G/1136-23-ODU-1(RTNRF-1)","Muthur-TR0007-18G/1136-23-ODU-1(RTNRF-1)"
,
"Seeduwa_South-GM0097-23G/921-23-ODU-1(RTNRF-1)","Seeduwa-GM0043-23G/921-23-ODU-1(RTNRF-1)"
,
"Seeduwa_South-GM0097-23G/921-24-ODU-1(RTNRF-1)","Seeduwa-GM0043-23G/921-24-ODU-1(RTNRF-1)"
,
"Hiripitiya-KU0044-13G/776-23-ODU-1(RTNRF-1)","Maeliya-KU0106-13G/776-23-ODU-1(RTNRF-1)"
,
"Hiripitiya-KU0044-13G/776-25-ODU-1(RTNRF-1)","Maeliya-KU0106-13G/776-25-ODU-1(RTNRF-1)"
,
"Hurulu_Nikawewa-AN0184-11G/289-23-ODU-1(RTNRF-1)","Kahatagasdigili_Town-AN0014-11G/289-23-ODU-1(RTNRF-1)"
,
"Hurulu_Nikawewa-AN0184-11G/289-24-ODU-1(RTNRF-1)","Kahatagasdigili_Town-AN0014-11G/289-24-ODU-1(RTNRF-1)"
,
"Lakshauyana-PO0024-18G/691-23-ODU-1(RTNRF-1)","Thalpotha-PO0074-18G/691-23-ODU-1(RTNRF-1)"
,
"Negombo_Pitipana-GM0216-18G/1271-23-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1271-23-ODU-1(RTNRF-1)"
,
"Negombo_Pitipana-GM0216-18G/1271-24-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1271-24-ODU-1(RTNRF-1)"
,
"Nayakkanda_Mobitel-GM0632-23G/1515-23-ODU-1(RTNRF-1)","Mabole_Zone_DBN-GM0548-23G/1515-23-ODU-1(RTNRF-1)"
,
"Nayakkanda_Mobitel-GM0632-23G/1515-24-ODU-1(RTNRF-1)","Mabole_Zone_DBN-GM0548-23G/1515-24-ODU-1(RTNRF-1)"
,
"Lake_Drive-CM0391-26G/703-23-ODU-1(RTNRF-1)","Rajagiriya-CM0162-26G/703-23-ODU-1(RTNRF-1)"
,
"Lake_Drive-CM0391-26G/703-24-ODU-1(RTNRF-1)","Rajagiriya-CM0162-26G/703-24-ODU-1(RTNRF-1)"
,
"Kokuwil-JA0014-18G/851-23-ODU-1(RTNRF-1)","Anaicottai_South-JA0131-18G/851-23-ODU-1(RTNRF-1)"
,
"Sandalankawa-KU0015-18G/1562-23-ODU-1(RTNRF-1)","Sadalankawa North-KU0075-18G/1562-23-ODU-1(RTNRF-1)"
,
"Nallur_North-JA0097-23G/705-23-ODU-1(RTNRF-1)","Nallur_East-JA0124-23G/705-23-ODU-1(RTNRF-1)"
,
"Nallur_North-JA0097-23G/705-24-ODU-1(RTNRF-1)","Nallur_East-JA0124-23G/705-24-ODU-1(RTNRF-1)"
,
"Pilakatamulla-PU0093-18G/1534-23-ODU-1(RTNRF-1)","Nattandiya-PU0020-18G/1534-23-ODU-1(RTNRF-1)"
,
"Welikanda-PO0012-13G/780-23-ODU-1(RTNRF-1)","Punani-BA0009-13G/780-23-ODU-1(RTNRF-1)"
,
"Irattaperiyakulama_Dialog-VA0072-15G/511-23-ODU-1(RTNRF-1)","Madukanda_South-VA0027-15G/511-23-ODU-1(RTNRF-1)"
,
"Palugolla-KU0334-13G/970-23-ODU-1(RTNRF-1)","Anamaduwa-PU0001-13G/970-23-ODU-1(RTNRF-1)"
,
"Buck_Rd-CM0186-23G/741-23-ODU-1(RTNRF-1)","Rangala-CM0163-23G/741-23-ODU-1(RTNRF-1)"
,
"Buck_Rd-CM0186-23G/741-24-ODU-1(RTNRF-1)","Rangala-CM0163-23G/741-24-ODU-1(RTNRF-1)"
,
"Ja_Ela_North-GM0019-18G/699-23-ODU-1(RTNRF-1)","Bingpandura-GM0327-18G/699-23-ODU-1(RTNRF-1)"
,
"Kurunegala_Town-KU0021-26G/1189-23-ODU-1(RTNRF-1)","Kurunegala-KU0250-26G/1189-23-ODU-1(RTNRF-1)"
,
"Kurunegala_Town-KU0021-26G/1189-24-ODU-1(RTNRF-1)","Kurunegala-KU0250-26G/1189-24-ODU-1(RTNRF-1)"
,
"Moolai-JA0045-18G/1166-23-ODU-1(RTNRF-1)","Chankanai-JA0010-18G/1166-23-ODU-1(RTNRF-1)"
,
"Moolai-JA0045-18G/1166-24-ODU-1(RTNRF-1)","Chankanai-JA0010-18G/1166-24-ODU-1(RTNRF-1)"
,
"Piriyamaduwa-AN0069-13G/812-23-ODU-1(RTNRF-1)","Thirappane-AN0033-13G/812-23-ODU-1(RTNRF-1)"
,
"Piriyamaduwa-AN0069-13G/812-24-ODU-1(RTNRF-1)","Thirappane-AN0033-13G/812-24-ODU-1(RTNRF-1)"
,
"Korase-GM0171-15G/620-23-ODU-1(RTNRF-1)","Minuwangoda-GM0035-15G/620-23-ODU-1(RTNRF-1)"
,
"Korase-GM0171-15G/620-24-ODU-1(RTNRF-1)","Minuwangoda-GM0035-15G/620-24-ODU-1(RTNRF-1)"
,
"Pamunugama_North-GM0514-18G/1721-23-ODU-1(RTNRF-1)","Ja_ela_North-GM0019-18G/1721-23-ODU-1(RTNRF-1)"
,
"Batti_Karaveddi-BA0055-13G/948-23-ODU-1(RTNRF-1)","Kattankudy-BA0004-13G/948-23-ODU-1(RTNRF-1)"
,
"Malabe_South-CM0424-23G/699-23-ODU-1(RTNRF-1)","Udumulla_RT-CM0436-23G/699-23-ODU-1(RTNRF-1)"
,
"Malabe_South-CM0424-23G/699-24-ODU-1(RTNRF-1)","Udumulla_RT-CM0436-23G/699-24-ODU-1(RTNRF-1)"
,
"Marawila_East-PU0188-26G/1436-23-ODU-1(RTNRF-1)","Marawila-PU0009-26G/1436-23-ODU-1(RTNRF-1)"
,
"Marawila_East-PU0188-26G/1436-24-ODU-1(RTNRF-1)","Marawila-PU0009-26G/1436-24-ODU-1(RTNRF-1)"
,
"Castle_Street_W-CM0555-23G/1579-23-ODU-1(RTNRF-1)","Nawala_Town-CM0074-23G/1579-23-ODU-1(RTNRF-1)"
,
"Castle_Street_W-CM0555-23G/1579-24-ODU-1(RTNRF-1)","Nawala_Town-CM0074-23G/1579-24-ODU-1(RTNRF-1)"
,
"Polpithigama_South-KU0221-18G/1436-23-ODU-1(RTNRF-1)","Polpithigama-KU0046-18G/1436-23-ODU-1(RTNRF-1)"
,
"Kiralabokka-KU0056-18G/1657-23-ODU-1(RTNRF-1)","Weerambugedara-KU0030-18G/1657-23-ODU-1(RTNRF-1)"
,
"Chinabay SLAF-TR0076-15G/722-23-ODU-1(RTNRF-1)","Trinco_Town_Dialog-TR0001-15G/722-23-ODU-1(RTNRF-1)"
,
"Dharmapala_Mw-CM0262-26G/810-23-ODU-1(RTNRF-1)","Odel-CM0081-26G/810-23-ODU-1(RTNRF-1)"
,
"Dharmapala_Mw-CM0262-26G/810-24-ODU-1(RTNRF-1)","Odel-CM0081-26G/810-24-ODU-1(RTNRF-1)"
,
"Independence_Avenue_Suntel-CM0940-23G/1506-23-ODU-1(RTNRF-1)","Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506-23-ODU-1(RTNRF-1)"
,
"Independence_Avenue_Suntel-CM0940-23G/1506-24-ODU-1(RTNRF-1)","Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506-24-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-26G/910-23-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-23-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-26G/910-24-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-24-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-26G/910-25-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-25-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-26G/910-26-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-26-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-26G/644-23-ODU-1(RTNRF-1)","Dematagoda_West-CM0290-26G/644-23-ODU-1(RTNRF-1)"
,
"Mahailluppallamma-AN0044-15G/878-23-ODU-1(RTNRF-1)","Bulnewa-AN0135-15G/878-23-ODU-1(RTNRF-1)"
,
"Mahagalkadawala-KU0070-13G/894-23-ODU-1(RTNRF-1)","Thambuttegama-AN0011-13G/894-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1181-23-ODU-1(RTNRF-1)","Nawala-CM0072-18G/1181-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1181-24-ODU-1(RTNRF-1)","Nawala-CM0072-18G/1181-24-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-18G/1336-23-ODU-1(RTNRF-1)","Ganemulla-GM0013-18G/1336-23-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-18G/1336-25-ODU-1(RTNRF-1)","Ganemulla-GM0013-18G/1336-25-ODU-1(RTNRF-1)"
,
"Maduragoda-KU0089-15G/834-23-ODU-1(RTNRF-1)","Rambodagalla-KU0074-15G/834-23-ODU-1(RTNRF-1)"
,
"Mudiyannegama-KU0136-15G/899-23-ODU-1(RTNRF-1)","Moragollagama-KU0047-15G/899-23-ODU-1(RTNRF-1)"
,
"Melsiripura-KU0010-13G/906-23-ODU-1(RTNRF-1)","Ibbagamuwa-KU0005-13G/906-23-ODU-1(RTNRF-1)"
,
"Melsiripura-KU0010-13G/906-24-ODU-1(RTNRF-1)","Ibbagamuwa-KU0005-13G/906-24-ODU-1(RTNRF-1)"
,
"Pallama-PU0039-11G/320-23-ODU-1(RTNRF-1)","Chilaw_North-PU0021-11G/320-23-ODU-1(RTNRF-1)"
,
"Pallama-PU0039-11G/320-24-ODU-1(RTNRF-1)","Chilaw_North-PU0021-11G/320-24-ODU-1(RTNRF-1)"
,
"Maradankadawala-AN0010-15G/648-23-ODU-1(RTNRF-1)","Ganewalpola-AN0042-15G/648-23-ODU-1(RTNRF-1)"
,
"Maradankadawala-AN0010-15G/648-24-ODU-1(RTNRF-1)","Ganewalpola-AN0042-15G/648-24-ODU-1(RTNRF-1)"
,
"Dunagaha-GM0067-18G/1345-23-ODU-1(RTNRF-1)","Katuwellegama-GM0075-18G/1345-23-ODU-1(RTNRF-1)"
,
"Dunagaha-GM0067-18G/1345-24-ODU-1(RTNRF-1)","Katuwellegama-GM0075-18G/1345-24-ODU-1(RTNRF-1)"
,
"Thalammehera - KU0338 - 13G/966-23-ODU-1(RTNRF-1)","Sandalankawa_DBN - KU0015 - 13G/966-23-ODU-1(RTNRF-1)"
,
"Crow_Island-CM0589-26G/678-23-ODU-1(RTNRF-1)","Mattakkuliya_North-CM0062-26G/678-23-ODU-1(RTNRF-1)"
,
"Dutuwewa-AN0160-15G/681-24-ODU-1(RTNRF-1)","Dekatipothana-AN0085-15G/681-24-ODU-1(RTNRF-1)"
,
"Galkulama_Kanda-AN0115-13G/604-23-ODU-1(RTNRF-1)","Nelunwewa-MU0046-13G/604-23-ODU-1(RTNRF-1)"
,
"Galkulama_Kanda-AN0115-13G/604-24-ODU-1(RTNRF-1)","Nelunwewa-MU0046-13G/604-24-ODU-1(RTNRF-1)"
,
"Mugunuwatawana-PU0014-23G/1067-23-ODU-1(RTNRF-1)","Ilippadeniya-PU0108-23G/1067-23-ODU-1(RTNRF-1)"
,
"Kadawatha South Dialog-GM0126-23G/1657-23-ODU-1(RTNRF-1)","Kadawatha_Town_North-GM0693-23G/1657-23-ODU-1(RTNRF-1)"
,
"Dunagaha Dialog-GM0067-23G/1656-23-ODU-1(RTNRF-1)","Horakele-GM0363-23G/1656-23-ODU-1(RTNRF-1)"
,
"Ambalamoya-AM0054-13G/891-23-ODU-1(RTNRF-1)","Hingurana-AM0020-13G/891-23-ODU-1(RTNRF-1)"
,
"Mannar_Town-MA0011-18G/818-23-ODU-1(RTNRF-1)","Thalladi-MA0004-18G/818-23-ODU-1(RTNRF-1)"
,
"BIA_Ind-GM0350-23G/892-23-ODU-1(RTNRF-1)","FTZ-GM0010-23G/892-23-ODU-1(RTNRF-1)"
,
"BIA_Ind-GM0350-23G/892-24-ODU-1(RTNRF-1)","FTZ-GM0010-23G/892-24-ODU-1(RTNRF-1)"
,
"Jaffna_SLT-JA0003-23G/886-23-ODU-1(RTNRF-1)","Karaiyur-JA0038-23G/886-23-ODU-1(RTNRF-1)"
,
"Palali-JA0081-18G/1172-23-ODU-1(RTNRF-1)","Punnalaikkadduvan-JA0042-18G/1172-23-ODU-1(RTNRF-1)"
,
"Palali-JA0081-18G/1172-24-ODU-1(RTNRF-1)","Punnalaikkadduvan-JA0042-18G/1172-24-ODU-1(RTNRF-1)"
,
"Mundal-PU0010-18G/1415-23-ODU-1(RTNRF-1)","Agunawila-PU0081-18G/1415-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-26G/772-23-ODU-1(RTNRF-1)","Sri_Vajirashrama_Rd-CM1046-26G/772-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-26G/772-24-ODU-1(RTNRF-1)","Sri_Vajirashrama_Rd-CM1046-26G/772-24-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-18G/1446-23-ODU-1(RTNRF-1)","Stace_Rd_Reloc-CM1054-18G/1446-23-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-18G/1446-24-ODU-1(RTNRF-1)","Stace_Rd_Reloc-CM1054-18G/1446-24-ODU-1(RTNRF-1)"
,
"Seeduwa-GM0043-23G/747-23-ODU-1(RTNRF-1)","Raddoluwa_West-GM0446-23G/747-23-ODU-1(RTNRF-1)"
,
"Seeduwa-GM0043-23G/747-24-ODU-1(RTNRF-1)","Raddoluwa_West-GM0446-23G/747-24-ODU-1(RTNRF-1)"
,
"Asiri_Place_Atel-CM1213-23G/1639-23-ODU-1(RTNRF-1)","Malabe_South-CM0424-23G/1639-23-ODU-1(RTNRF-1)"
,
"Galgamuwa-KU0096-13G/836-23-ODU-1(RTNRF-1)","Mudiyannagama-KU0136-13G/836-23-ODU-1(RTNRF-1)"
,
"Galgamuwa-KU0096-13G/836-24-ODU-1(RTNRF-1)","Mudiyannagama-KU0136-13G/836-24-ODU-1(RTNRF-1)"
,
"Pothuhera-KU0025-18G/870-23-ODU-1(RTNRF-1)","Uhumeeya_West-KU0274-18G/870-23-ODU-1(RTNRF-1)"
,
"Pothuhera-KU0025-18G/870-24-ODU-1(RTNRF-1)","Uhumeeya_West-KU0274-18G/870-24-ODU-1(RTNRF-1)"
,
"Sainthamaruthu-AM0029-18G/1709-23-ODU-1(RTNRF-1)","Kalmunei-AM0011-18G/1709-23-ODU-1(RTNRF-1)"
,
"Andiambalama-GM0056-23G/1413-23-ODU-1(RTNRF-1)","Katunayake_AASL-GM0001-23G/1413-23-ODU-1(RTNRF-1)"
,
"Andiambalama-GM0056-23G/1413-24-ODU-1(RTNRF-1)","Katunayake_AASL-GM0001-23G/1413-24-ODU-1(RTNRF-1)"
,
"Periyathampamai DIALOG-MA0014-13G/878-23-ODU-1(RTNRF-1)","Madu_Junction-MA0003-13G/878-23-ODU-1(RTNRF-1)"
,
"Periyathampamai DIALOG-MA0014-13G/878-24-ODU-1(RTNRF-1)","Madu_Junction-MA0003-13G/878-24-ODU-1(RTNRF-1)"
,
"Mahabulankulama-AN0036-7G/691-23-ODU-1(RTNRF-1)","Mahawilachchiya-AN0059-7G/691-23-ODU-1(RTNRF-1)"
,
"Mahabulankulama-AN0036-7G/691-25-ODU-1(RTNRF-1)","Mahawilachchiya-AN0059-7G/691-25-ODU-1(RTNRF-1)"
,
"Maeliya-KU0106-18G/1437-23-ODU-1(RTNRF-1)","Kumbukgete-KU0072-18G/1437-23-ODU-1(RTNRF-1)"
,
"Alvai_East-JA0129-23G/805-23-ODU-1(RTNRF-1)","Puloli-JA0008-23G/805-23-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-15G/708-23-ODU-1(RTNRF-1)","Wijayapura-AN0104-15G/708-23-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-15G/708-24-ODU-1(RTNRF-1)","Wijayapura-AN0104-15G/708-24-ODU-1(RTNRF-1)"
,
"Ahugammana-GM0236-18G/927-23-ODU-1(RTNRF-1)","Malwana-GM0118-18G/927-23-ODU-1(RTNRF-1)"
,
"Navaladi-TR0060-18G/800-23-ODU-1(RTNRF-1)","Muthur-TR0007-18G/800-23-ODU-1(RTNRF-1)"
,
"Bullers_Rd_South-CM0536-23G/1051-23-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1051-23-ODU-1(RTNRF-1)"
,
"Bullers_Rd_South-CM0536-23G/1051-24-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1051-24-ODU-1(RTNRF-1)"
,
"Bullers_Rd_South-CM0536-23G/1051-25-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1051-25-ODU-1(RTNRF-1)"
,
"Bullers_Rd_South-CM0536-23G/1051-26-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1051-26-ODU-1(RTNRF-1)"
,
"Angampitiya-PU0078-23G/1357-23-ODU-1(RTNRF-1)","Waikkala-PU0012-23G/1357-23-ODU-1(RTNRF-1)"
,
"Angampitiya-PU0078-23G/1357-24-ODU-1(RTNRF-1)","Waikkala-PU0012-23G/1357-24-ODU-1(RTNRF-1)"
,
"Pasyala-GM0090-18G/1418-23-ODU-1(RTNRF-1)","Ganegoda-GM0266-18G/1418-23-ODU-1(RTNRF-1)"
,
"Kurunegala_Bus_Stand-KU0133-26G/708-23-ODU-1(RTNRF-1)","Kurunegala-KU0250-26G/708-23-ODU-1(RTNRF-1)"
,
"Kurunegala_Bus_Stand-KU0133-26G/708-24-ODU-1(RTNRF-1)","Kurunegala-KU0250-26G/708-24-ODU-1(RTNRF-1)"
,
"Pahalayagoda-GM0259-18G/570-23-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/570-23-ODU-1(RTNRF-1)"
,
"Irattaperiyakulama_Dialog-VA0072-15G/743-23-ODU-1(RTNRF-1)","Punewa_Dialog-AN0029-15G/743-23-ODU-1(RTNRF-1)"
,
"Irattaperiyakulama_Dialog-VA0072-15G/743-24-ODU-1(RTNRF-1)","Punewa_Dialog-AN0029-15G/743-24-ODU-1(RTNRF-1)"
,
"Gothami_Balika-CM0295-26G/1361-23-ODU-1(RTNRF-1)","Punchiborella-CM0095-26G/1361-23-ODU-1(RTNRF-1)"
,
"Katupotha-KU0020-13G/554-23-ODU-1(RTNRF-1)","Wariyapola_West-KU0048-13G/554-23-ODU-1(RTNRF-1)"
,
"Katupotha-KU0020-13G/554-24-ODU-1(RTNRF-1)","Wariyapola_West-KU0048-13G/554-24-ODU-1(RTNRF-1)"
,
"IDM_Relocation-CM1295-26G/1264-23-ODU-1(RTNRF-1)","Thummulla-CM0173-26G/1264-23-ODU-1(RTNRF-1)"
,
"Ekala-GM0007-26G/636-23-ODU-1(RTNRF-1)","Ekala_Industril_Zone-GM0447-26G/636-23-ODU-1(RTNRF-1)"
,
"Ekala-GM0007-26G/636-24-ODU-1(RTNRF-1)","Ekala_Industril_Zone-GM0447-26G/636-24-ODU-1(RTNRF-1)"
,
"Kobeigane-KU0035-13G/820-23-ODU-1(RTNRF-1)","Barampola-KU0050-13G/820-23-ODU-1(RTNRF-1)"
,
"Kahataowita-GM0308-18G/754-23-ODU-1(RTNRF-1)","Urapola-GM0047-18G/754-23-ODU-1(RTNRF-1)"
,
"Kahataowita-GM0308-18G/754-24-ODU-1(RTNRF-1)","Urapola-GM0047-18G/754-24-ODU-1(RTNRF-1)"
,
"Thoppur_East-TR0081-18G/820-23-ODU-1(RTNRF-1)","Thoppur-TR0012-18G/820-23-ODU-1(RTNRF-1)"
,
"HSBC_HO_Ind-CM0749-26G/1242-23-ODU-1(RTNRF-1)","Regal-CM0167-26G/1242-23-ODU-1(RTNRF-1)"
,
"Lenadora_Airtel-MT0062-18G/769-23-ODU-1(RTNRF-1)","Pannampitiya-MT0026-18G/769-23-ODU-1(RTNRF-1)"
,
