"cell_tower_id1","cell_tower_id2","source1_name","source2_name","district1","district2","latitude1","latitude2","longitude1","longitude2","nearest_precip_station","distance","nearest_precip_lat","nearest_precip_long","id_1","id_2"
"GM0234","GM0058","Kinigama-GM0234-18G/620-24-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/620-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.05567,7.06635,80.0295,80.0052,434500,0.001517193061074,7.181,79.866,472,2131
"GM0149","GM0229","Buthpitiya-GM0149-18G/1359-23-ODU-1(RTNRF-1)","Wathurugama-GM0229-18G/1359-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.056667,7.05504,80.048889,80.0975,434790,0.014749660500315,6.983,81.05,473,2132
"KU0058","KU0226","Malkaduwawa-KU0058-18G/660-23-ODU-1(RTNRF-1)","Sandagala-KU0226-18G/660-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.49281,7.50944,80.33,80.2972,434440,0.000150675045927,7.333,80.633,474,2133
"GM0062","GM0117","FTZ_South-GM0062-18G/1348-23-ODU-1(RTNRF-1)","Peellawatta-GM0117-18G/1348-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.1625,7.17507,79.891667,79.9204,434500,0.000847444403634,7.181,79.866,475,2134
"GM0062","GM0117","FTZ_South-GM0062-18G/1348-25-ODU-1(RTNRF-1)","Peellawatta-GM0117-18G/1348-25-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.1625,7.17507,79.891667,79.9204,434500,0.000847444403634,7.181,79.866,476,2135
"AM0019","AM0138","Lahugala_DAP-AM0019-18G/1795-23-ODU-1(RTNRF-1)","Senagamuwa-AM0138-18G/1795-23-ODU-1(RTNRF-1)","Ampara","Ampara",6.87622,6.883194,81.7182,81.765303,434860,0.000163309753986,6.683,80.4,477,2136
"JA0002","JA0052","Ussan-JA0002-18G/1157-23-ODU-1(RTNRF-1)","Kodikamam-JA0052-18G/1157-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.66348,9.68257,80.2436,80.2201,434000,0.000105900071111,9.8,80.067,478,2137
"JA0002","JA0052","Ussan-JA0002-18G/1157-24-ODU-1(RTNRF-1)","Kodikamam-JA0052-18G/1157-24-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.66348,9.68257,80.2436,80.2201,434000,0.000105900071111,9.8,80.067,479,2138
"AM0024","AM0008","Wadinagala-AM0024-7G/717-23-ODU-1(RTNRF-1)","Ampara_MTN-AM0008-7G/717-23-ODU-1(RTNRF-1)","Ampara","Ampara",7.12993,7.293889,81.5723,81.680278,434970,0.002799572322702,6.117,81.133,480,2139
"AM0024","AM0008","Wadinagala-AM0024-7G/717-24-ODU-1(RTNRF-1)","Ampara_MTN-AM0008-7G/717-24-ODU-1(RTNRF-1)","Ampara","Ampara",7.12993,7.293889,81.5723,81.680278,434970,0.002799572322702,6.117,81.133,481,2140
"AN0009","AN0129","Kekirawa_Dialog-AN0009-18G/1723-23-ODU-1(RTNRF-1)","Maha_Elagamuwa_Mobitel-AN0129-18G/1723-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.04055,7.990556,80.5975,80.608611,434150,0.000743112485849,8.75,80.5,482,2141
"MA0004","MA0039","Thalladi-MA0004-11G/288-23-ODU-1(RTNRF-1)","Pesalai_South-MA0039-11G/288-23-ODU-1(RTNRF-1)","Mannar","Mannar",8.944722,9.076667,79.925278,79.810556,434130,0.000310910501438,8.983,79.917,483,2142
"MA0004","MA0039","Thalladi-MA0004-11G/288-24-ODU-1(RTNRF-1)","Pesalai_South-MA0039-11G/288-24-ODU-1(RTNRF-1)","Mannar","Mannar",8.944722,9.076667,79.925278,79.810556,434130,0.000310910501438,8.983,79.917,484,2143
"JA0059","JA0005","Araly-JA0059-18G/1171-23-ODU-1(RTNRF-1)","Manipai-JA0005-18G/1171-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.707778,9.72078,79.947778,79.997,434000,0.002850139830888,9.8,80.067,485,2144
"JA0059","JA0005","Araly-JA0059-18G/1171-24-ODU-1(RTNRF-1)","Manipai-JA0005-18G/1171-24-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.707778,9.72078,79.947778,79.997,434000,0.002850139830888,9.8,80.067,486,2145
"CM0632","CM0035","Kaduwela_Town-CM0632-26G/1363-23-ODU-1(RTNRF-1)","Kaduwela DBN-CM0035-26G/1363-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.9358,6.93286,79.9839,79.9847,434950,0.000156132648101,6.033,80.217,487,2146
"AN0055","AN0056","Ottappuwa-AN0055-15G/879-23-ODU-1(RTNRF-1)","Pahala_Halmillewa-AN0056-15G/879-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.192778,8.217778,80.258889,80.200833,434220,0.000397355850651,8.117,80.467,488,2147
"KU0001","KU0087","Bingiriya-KU0001-18G/1663-23-ODU-1(RTNRF-1)","Bingiriya_East-KU0087-18G/1663-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.59675,7.5974,79.9364,79.9832,434360,0.074637648577136,7.706,81.679,489,2148
"PU0027","PU0022","Puttalam_East-PU0027-11G/381-23-ODU-1(RTNRF-1)","Thalawila-PU0022-11G/381-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",8.030278,8.12375,79.860833,79.7256,434240,0.00029780693928,8.033,79.833,490,2149
"PU0027","PU0022","Puttalam_East-PU0027-11G/381-25-ODU-1(RTNRF-1)","Thalawila-PU0022-11G/381-25-ODU-1(RTNRF-1)","Puttlam","Puttlam",8.030278,8.12375,79.860833,79.7256,434240,0.00029780693928,8.033,79.833,491,2150
"CM0327","CM0445","Narahenpita_East-CM0327-26G/1371-23-ODU-1(RTNRF-1)","Polhengoda_Dialog(Relocation)-CM0445-26G/1371-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.890556,6.88705,79.880833,79.877383,434660,0.000288483723602,6.9,79.867,492,2151
"CM0327","CM0445","Narahenpita_East-CM0327-26G/1371-24-ODU-1(RTNRF-1)","Polhengoda_Dialog(Relocation)-CM0445-26G/1371-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.890556,6.88705,79.880833,79.877383,434660,0.000288483723602,6.9,79.867,493,2152
"AN0013","AN0064","Anuradhapura_MTT-AN0013-15G/707-23-ODU-1(RTNRF-1)","Galkadawala-AN0064-15G/707-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.366389,8.401944,80.434444,80.381944,434210,0.00127383771716,8.301,80.428,494,2153
"AN0013","AN0064","Anuradhapura_MTT-AN0013-15G/707-25-ODU-1(RTNRF-1)","Galkadawala-AN0064-15G/707-25-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.366389,8.401944,80.434444,80.381944,434210,0.00127383771716,8.301,80.428,495,2154
"GM0045","GM0372","Thorana_Jn-GM0045-26G/601-23-ODU-1(RTNRF-1)","Dalugamgoda-GM0372-26G/601-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",6.968,6.97338,79.9058,79.9127,434660,0.000603906885743,6.9,79.867,496,2155
"CM0426","CM0771","DBN_Office_Ind-CM0426-26G/807-23-ODU-1(RTNRF-1)","Chamber_of_Comm_Ind-CM0771-26G/807-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.912778,6.918611,79.853611,79.85,434660,6.83419795985033E-05,6.9,79.867,497,2156
"CM0426","CM0771","DBN_Office_Ind-CM0426-26G/807-24-ODU-1(RTNRF-1)","Chamber_of_Comm_Ind-CM0771-26G/807-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.912778,6.918611,79.853611,79.85,434660,6.83419795985033E-05,6.9,79.867,498,2157
"PO0099","AM0116","Nikawatta_landa-PO0099-15G/948-23-ODU-1(RTNRF-1)","Dehiaththakandiya-AM0116-15G/948-23-ODU-1(RTNRF-1)","Polonnaruwa","Ampara",7.725583,7.683889,81.076194,81.025556,434440,0.000415040298583,7.333,80.633,499,2158
"MT0042","MT0032","Aluthwewa-MT0042-15G/829-23-ODU-1(RTNRF-1)","Makulugaswewa-MT0032-15G/829-23-ODU-1(RTNRF-1)","Matale","Matale",7.798056,7.84676,80.520278,80.5728,434500,0.000139050459074,7.181,79.866,500,2159
"CM0633","CM0050","Kolonnawa_Town-CM0633-26G/690-23-ODU-1(RTNRF-1)","Kolonnawa-CM0050-26G/690-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.93295,6.93378,79.8938,79.8875,434760,0.002376484198994,6.817,80.967,501,2160
"CM0633","CM0050","Kolonnawa_Town-CM0633-26G/690-24-ODU-1(RTNRF-1)","Kolonnawa-CM0050-26G/690-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.93295,6.93378,79.8938,79.8875,434760,0.002376484198994,6.817,80.967,502,2161
"GM0017","GM0257","Imbulgoda-GM0017-23G/1463-23-ODU-1(RTNRF-1)","Katuwalamulla-GM0257-23G/1463-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.03469,7.034722,79.9894,79.971389,434790,0.344593778374993,6.983,81.05,503,2162
"GM0017","GM0257","Imbulgoda-GM0017-23G/1463-24-ODU-1(RTNRF-1)","Katuwalamulla-GM0257-23G/1463-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.03469,7.034722,79.9894,79.971389,434790,0.344593778374993,6.983,81.05,504,2163
"PO0090","PO0051","Sevanapitiya-PO0090-13G/925-23-ODU-1(RTNRF-1)","Vijayabapura_Mobitel-PO0051-13G/925-23-ODU-1(RTNRF-1)","Polonnaruwa","Polonnaruwa",7.92588,7.822778,81.1909,81.186667,434970,0.000201149175767,6.117,81.133,505,2164
"PU0182","PU0033","Dangassewa-PU0182-18G/1921-23-ODU-1(RTNRF-1)","Kottukachchiya-PU0033-18G/1921-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.898722,7.93036,79.923528,79.9559,434210,0.001148486741277,8.301,80.428,506,2165
"PU0182","PU0033","Dangassewa-PU0182-18G/1921-25-ODU-1(RTNRF-1)","Kottukachchiya-PU0033-18G/1921-25-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.898722,7.93036,79.923528,79.9559,434210,0.001148486741277,8.301,80.428,507,2166
"PU0038","PU0171","Dematapitiya-PU0038-23G/1574-23-ODU-1(RTNRF-1)","Sirigampola-PU0171-23G/1574-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.361667,7.3625,79.858889,79.8725,434410,0.015028561876115,7.467,80.367,508,2167
"CM0883","CM0165","Jayasumanarama_Airtel-CM0883-23G/924-23-ODU-1(RTNRF-1)","Ratmalana-CM0165-23G/924-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.815833,6.83251,79.867778,79.8677,434500,8.73911207494462E-07,7.181,79.866,509,2168
"CM0883","CM0165","Jayasumanarama_Airtel-CM0883-23G/924-24-ODU-1(RTNRF-1)","Ratmalana-CM0165-23G/924-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.815833,6.83251,79.867778,79.8677,434500,8.73911207494462E-07,7.181,79.866,510,2169
"AN0140","AN0020","Srawasthipura-AN0140-18G/1224-23-ODU-1(RTNRF-1)","Pandulagama-AN0020-18G/1224-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.2975,8.325278,80.380833,80.356111,434210,0.000621876173696,8.301,80.428,511,2170
"AN0140","AN0020","Srawasthipura-AN0140-18G/1224-24-ODU-1(RTNRF-1)","Pandulagama-AN0020-18G/1224-24-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.2975,8.325278,80.380833,80.356111,434210,0.000621876173696,8.301,80.428,512,2171
"JA0147","JA0097","Colombuthurai-JA0147-18G/1684-23-ODU-1(RTNRF-1)","Nallur_North-JA0097-18G/1684-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.655556,9.68633,80.0475,80.0419,434040,0.000390971336824,9.65,80.017,513,2172
"JA0147","JA0097","Colombuthurai-JA0147-18G/1684-24-ODU-1(RTNRF-1)","Nallur_North-JA0097-18G/1684-24-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.655556,9.68633,80.0475,80.0419,434040,0.000390971336824,9.65,80.017,514,2173
"CM0586","CM0124","Himbutana_West-CM0586-26G/1185-23-ODU-1(RTNRF-1)","Angoda-CM0124-26G/1185-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.92234,6.930278,79.9316,79.928056,434500,0.000622053756352,7.181,79.866,515,2174
"CM0586","CM0124","Himbutana_West-CM0586-26G/1185-24-ODU-1(RTNRF-1)","Angoda-CM0124-26G/1185-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.92234,6.930278,79.9316,79.928056,434500,0.000622053756352,7.181,79.866,516,2175
"CM0059","CM1360","Maligakanda-CM0059-26G/1405-23-ODU-1(RTNRF-1)","Maradana_Station-CM1360/P-26G/1405-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.925,6.928611,79.8672,79.865556,434660,0.00014447652149,6.9,79.867,517,2176
"KU0035","KU0100","Kobeigane-KU0035-15G/898-23-ODU-1(RTNRF-1)","Hettipola_North-KU0100-15G/898-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.6545,7.64092,80.131,80.0658,434410,0.014077273288265,7.467,80.367,518,2177
"AN0168","AN0029","Etawiragollewa-AN0168-13G/543-23-ODU-1(RTNRF-1)","Punewa-AN0029-13G/543-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.616389,8.614167,80.551111,80.462778,434180,0.045417185081583,8.539,81.182,519,2178
"JA0015","JA0097","Thirunalveli-JA0015-23G/1032-23-ODU-1(RTNRF-1)","Nallur_North-JA0097-23G/1032-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.68893,9.68633,80.0274,80.0419,434040,0.002822812314786,9.65,80.017,520,2179
"JA0015","JA0097","Thirunalveli-JA0015-23G/1032-24-ODU-1(RTNRF-1)","Nallur_North-JA0097-23G/1032-24-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.68893,9.68633,80.0274,80.0419,434040,0.002822812314786,9.65,80.017,521,2180
"TR0018","TR0027","Uppuweli_Dialog-TR0018-18G/1322-23-ODU-1(RTNRF-1)","Sambalthivu-TR0027-18G/1322-23-ODU-1(RTNRF-1)","Trincomalee","Trincomalee",8.6025,8.614167,81.221944,81.217222,434180,0.000804172014325,8.539,81.182,522,2181
"TR0018","TR0027","Uppuweli_Dialog-TR0018-18G/1322-24-ODU-1(RTNRF-1)","Sambalthivu-TR0027-18G/1322-24-ODU-1(RTNRF-1)","Trincomalee","Trincomalee",8.6025,8.614167,81.221944,81.217222,434180,0.000804172014325,8.539,81.182,523,2182
"MT0085","MT0003","Kandalama_Hotel_Ind-MT0085-23G/948-23-ODU-1(RTNRF-1)","Kandalama-MT0003-23G/948-23-ODU-1(RTNRF-1)","Matale","Matale",7.87102,7.89775,80.7081,80.7015,434760,1.66374658485485E-05,6.817,80.967,524,2183
"MT0129","MT0006","Pelwehera_Reloc-MT0129-18G/1766-23-ODU-1(RTNRF-1)","Inamaluwa-MT0006-18G/1766-23-ODU-1(RTNRF-1)","Matale","Matale",8.08275,7.9324,80.661083,80.6901,434150,0.000398969202412,8.75,80.5,525,2184
"AN0029","VA0021","Punewa-AN0029-15G/594-23-ODU-1(RTNRF-1)","Katkulam-VA0021-15G/594-23-ODU-1(RTNRF-1)","Anuradapura","Vavnia",8.614167,8.65551,80.462778,80.403,434130,0.000155196812923,8.983,79.917,526,2185
"AN0014","AN0071","Kahatagasdigili_Town-AN0014-15G/877-23-ODU-1(RTNRF-1)","Konwewa-AN0071-15G/877-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.426944,8.41173,80.698333,80.7491,434210,0.008541074116062,8.301,80.428,527,2186
"PO0060","PO0024","Polonnaruwa_DBN-PO0060-15G/742-23-ODU-1(RTNRF-1)","Laksha_Uyana-PO0024-15G/742-23-ODU-1(RTNRF-1)","Polonnaruwa","Polonnaruwa",7.92444,7.99447,81.0064,80.9991,434100,0.000607894699347,9.267,80.817,528,2187
"PO0060","PO0024","Polonnaruwa_DBN-PO0060-15G/742-25-ODU-1(RTNRF-1)","Laksha_Uyana-PO0024-15G/742-25-ODU-1(RTNRF-1)","Polonnaruwa","Polonnaruwa",7.92444,7.99447,81.0064,80.9991,434100,0.000607894699347,9.267,80.817,529,2188
"GM0035","GM0556","Minuwangoda-GM0035-23G/1705-23-ODU-1(RTNRF-1)","Minuwangoda_Hutch-GM0556-23G/1705-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.17394,7.171111,79.9589,79.945,434440,0.001326794515609,7.333,80.633,530,2189
"PU0078","PU0151","Angampitiya-PU0078-23G/1632-23-ODU-1(RTNRF-1)","Ranweli_Hotel_Waikkala-PU0151-23G/1632-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.290833,7.283333,79.850556,79.840833,434500,0.001968263838867,7.181,79.866,531,2190
"PU0078","PU0151","Angampitiya-PU0078-23G/1632-24-ODU-1(RTNRF-1)","Ranweli_Hotel_Waikkala-PU0151-23G/1632-24-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.290833,7.283333,79.850556,79.840833,434500,0.001968263838867,7.181,79.866,532,2191
"GM0038","GM0037","Negombo_SLT-GM0038-23G/672-23-ODU-1(RTNRF-1)","Negombo-GM0037-23G/672-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.20602,7.211111,79.8418,79.854444,434500,0.001076712693282,7.181,79.866,533,2192
"GM0038","GM0037","Negombo_SLT-GM0038-23G/672-24-ODU-1(RTNRF-1)","Negombo-GM0037-23G/672-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.20602,7.211111,79.8418,79.854444,434500,0.001076712693282,7.181,79.866,534,2193
"CM0063","CM0464","Mattakkuliya-CM0063-26G/1176-23-ODU-1(RTNRF-1)","Modara_St-CM0464-26G/1176-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.965278,6.97035,79.870278,79.8711,434660,9.10797179945221E-05,6.9,79.867,535,2194
"CM0063","CM0464","Mattakkuliya-CM0063-26G/1176-24-ODU-1(RTNRF-1)","Modara_St-CM0464-26G/1176-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.965278,6.97035,79.870278,79.8711,434660,9.10797179945221E-05,6.9,79.867,536,2195
"KU0354","AN0011","Radagama-KU0354-13G/967-23-ODU-1(RTNRF-1)","Thambuttegama-AN0011-13G/967-23-ODU-1(RTNRF-1)","Kurunegala","Anuradapura",8.086667,8.153611,80.225556,80.297778,434210,0.00035603686521,8.301,80.428,537,2196
"CM0794","CM0053","Kolonnawa_East-CM0794-23G/765-23-ODU-1(RTNRF-1)","Kotikawatta-CM0053-23G/765-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.93302,6.935556,79.9029,79.914167,434660,0.001382183153308,6.9,79.867,538,2197
"CM0794","CM0053","Kolonnawa_East-CM0794-23G/765-24-ODU-1(RTNRF-1)","Kotikawatta-CM0053-23G/765-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.93302,6.935556,79.9029,79.914167,434660,0.001382183153308,6.9,79.867,539,2198
"KU0035","KU0048","Kobeigane-KU0035-13G/821-23-ODU-1(RTNRF-1)","Rambawewa-KU0048-13G/821-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.6545,7.617778,80.131,80.205278,434750,0.001722783179355,6.883,81.833,540,2199
"KU0035","KU0048","Kobeigane-KU0035-13G/821-24-ODU-1(RTNRF-1)","Rambawewa-KU0048-13G/821-24-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.6545,7.617778,80.131,80.205278,434750,0.001722783179355,6.883,81.833,541,2200
"VA0011","VA0072","Petiniyarmakilankulm-VA0011-13G/631-23-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-13G/631-23-ODU-1(RTNRF-1)","Vavnia","Vavnia",8.78203,8.69087,80.4685,80.4824,434730,0.000268244453351,6.967,80.767,542,2201
"VA0011","VA0072","Petiniyarmakilankulm-VA0011-13G/631-24-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-13G/631-24-ODU-1(RTNRF-1)","Vavnia","Vavnia",8.78203,8.69087,80.4685,80.4824,434730,0.000268244453351,6.967,80.767,543,2202
"MA0014","VA0034","Periyathampanai-MA0014-13G/880-23-ODU-1(RTNRF-1)","Vellankulam_SLA-VA0034-13G/880-23-ODU-1(RTNRF-1)","Mannar","Vavnia",8.789722,8.8025,80.254444,80.340556,434150,0.00633839151445,8.75,80.5,544,2203
"KU0059","KU0060","Mallawapitiya-KU0059-15G/896-23-ODU-1(RTNRF-1)","Katupitiya-KU0060-15G/896-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.47054,7.40608,80.4049,80.3837,434410,0.000455139567536,7.467,80.367,545,2204
"KU0059","KU0060","Mallawapitiya-KU0059-15G/896-24-ODU-1(RTNRF-1)","Katupitiya-KU0060-15G/896-24-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.47054,7.40608,80.4049,80.3837,434410,0.000455139567536,7.467,80.367,546,2205
