"cell_tower_id1","cell_tower_id2","source1_name","source2_name","district1","district2","latitude1","latitude2","longitude1","longitude2","nearest_precip_station","distance","nearest_precip_lat","nearest_precip_long","id_1","id_2"
"TR0099","TR0007","Muthur_East-TR0099-18G/1136-23-ODU-1(RTNRF-1)","Muthur-TR0007-18G/1136-23-ODU-1(RTNRF-1)","Trincomalee","Trincomalee",8.462778,8.450278,81.298333,81.261389,434220,0.002356969980523,8.117,80.467,961,2620
"GM0097","GM0043","Seeduwa_South-GM0097-23G/921-23-ODU-1(RTNRF-1)","Seeduwa-GM0043-23G/921-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.12797,7.14535,79.8762,79.874,434500,4.34894723277585E-05,7.181,79.866,962,2621
"GM0097","GM0043","Seeduwa_South-GM0097-23G/921-24-ODU-1(RTNRF-1)","Seeduwa-GM0043-23G/921-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.12797,7.14535,79.8762,79.874,434500,4.34894723277585E-05,7.181,79.866,963,2622
"KU0044","KU0106","Hiripitiya-KU0044-13G/776-23-ODU-1(RTNRF-1)","Maeliya-KU0106-13G/776-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.65576,7.72774,80.3705,80.4194,434660,0.00012386553715,6.9,79.867,964,2623
"KU0044","KU0106","Hiripitiya-KU0044-13G/776-25-ODU-1(RTNRF-1)","Maeliya-KU0106-13G/776-25-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.65576,7.72774,80.3705,80.4194,434660,0.00012386553715,6.9,79.867,965,2624
"AN0184","AN0014","Hurulu_Nikawewa-AN0184-11G/289-23-ODU-1(RTNRF-1)","Kahatagasdigili_Town-AN0014-11G/289-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.26698,8.426944,80.7586,80.698333,434150,0.000946234294853,8.75,80.5,966,2625
"AN0184","AN0014","Hurulu_Nikawewa-AN0184-11G/289-24-ODU-1(RTNRF-1)","Kahatagasdigili_Town-AN0014-11G/289-24-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.26698,8.426944,80.7586,80.698333,434150,0.000946234294853,8.75,80.5,967,2626
"PO0024","PO0074","Lakshauyana-PO0024-18G/691-23-ODU-1(RTNRF-1)","Thalpotha-PO0074-18G/691-23-ODU-1(RTNRF-1)","Polonnaruwa","Polonnaruwa",7.99447,8.03139,80.9991,81.0311,434670,0.001208263455941,6.822,79.886,968,2627
"GM0216","GM0031","Negombo_Pitipana-GM0216-18G/1271-23-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1271-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.1985,7.18736,79.8207,79.8609,434500,0.000222611452188,7.181,79.866,969,2628
"GM0216","GM0031","Negombo_Pitipana-GM0216-18G/1271-24-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1271-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.1985,7.18736,79.8207,79.8609,434500,0.000222611452188,7.181,79.866,970,2629
"GM0632","GM0548","Nayakkanda_Mobitel-GM0632-23G/1515-23-ODU-1(RTNRF-1)","Mabole_Zone_DBN-GM0548-23G/1515-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",6.998056,7.004444,79.880833,79.896389,434440,0.000784104442431,7.333,80.633,971,2630
"GM0632","GM0548","Nayakkanda_Mobitel-GM0632-23G/1515-24-ODU-1(RTNRF-1)","Mabole_Zone_DBN-GM0548-23G/1515-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",6.998056,7.004444,79.880833,79.896389,434440,0.000784104442431,7.333,80.633,972,2631
"CM0391","CM0162","Lake_Drive-CM0391-26G/703-23-ODU-1(RTNRF-1)","Rajagiriya-CM0162-26G/703-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.90809,6.91103,79.8883,79.8902,434660,0.00020048485204,6.9,79.867,973,2632
"CM0391","CM0162","Lake_Drive-CM0391-26G/703-24-ODU-1(RTNRF-1)","Rajagiriya-CM0162-26G/703-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.90809,6.91103,79.8883,79.8902,434660,0.00020048485204,6.9,79.867,974,2633
"JA0014","JA0131","Kokuwil-JA0014-18G/851-23-ODU-1(RTNRF-1)","Anaicottai_South-JA0131-18G/851-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.71101,9.687778,80.019,80.005833,434000,3.02003136666961E-05,9.8,80.067,975,2634
"KU0015","KU0075","Sandalankawa-KU0015-18G/1562-23-ODU-1(RTNRF-1)","Sadalankawa North-KU0075-18G/1562-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.30633,7.33014,79.9528,79.9395,434860,0.001227295137562,6.683,80.4,976,2635
"JA0097","JA0124","Nallur_North-JA0097-23G/705-23-ODU-1(RTNRF-1)","Nallur_East-JA0124-23G/705-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.68633,9.672222,80.0419,80.0425,434950,0.000245231650054,6.033,80.217,977,2636
"JA0097","JA0124","Nallur_North-JA0097-23G/705-24-ODU-1(RTNRF-1)","Nallur_East-JA0124-23G/705-24-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.68633,9.672222,80.0419,80.0425,434950,0.000245231650054,6.033,80.217,978,2637
"PU0093","PU0020","Pilakatamulla-PU0093-18G/1534-23-ODU-1(RTNRF-1)","Nattandiya-PU0020-18G/1534-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.435,7.415556,79.897222,79.867222,434500,0.004497828204944,7.181,79.866,979,2638
"PO0012","BA0009","Welikanda-PO0012-13G/780-23-ODU-1(RTNRF-1)","Punani-BA0009-13G/780-23-ODU-1(RTNRF-1)","Polonnaruwa","Batticaloa",7.947222,7.968333,81.245278,81.369444,434220,0.021970110738112,8.117,80.467,980,2639
"VA0072","VA0027","Irattaperiyakulama_Dialog-VA0072-15G/511-23-ODU-1(RTNRF-1)","Madukanda_South-VA0027-15G/511-23-ODU-1(RTNRF-1)","Vavnia","Vavnia",8.69087,8.740556,80.4824,80.537778,434150,0.000596534832563,8.75,80.5,981,2640
"KU0334","PU0001","Palugolla-KU0334-13G/970-23-ODU-1(RTNRF-1)","Anamaduwa-PU0001-13G/970-23-ODU-1(RTNRF-1)","Kurunegala","Puttlam",7.922222,7.875556,80.118889,80.01,434220,0.001315332099711,8.117,80.467,982,2641
"CM0186","CM0163","Buck_Rd-CM0186-23G/741-23-ODU-1(RTNRF-1)","Rangala-CM0163-23G/741-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.937778,6.938611,79.8425,79.848611,434660,0.003762818612208,6.9,79.867,983,2642
"CM0186","CM0163","Buck_Rd-CM0186-23G/741-24-ODU-1(RTNRF-1)","Rangala-CM0163-23G/741-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.937778,6.938611,79.8425,79.848611,434660,0.003762818612208,6.9,79.867,984,2643
"GM0019","GM0327","Ja_Ela_North-GM0019-18G/699-23-ODU-1(RTNRF-1)","Bingpandura-GM0327-18G/699-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.10546,7.089444,79.8791,79.848056,434500,0.001989321352192,7.181,79.866,985,2644
"KU0021","KU0250","Kurunegala_Town-KU0021-26G/1189-23-ODU-1(RTNRF-1)","Kurunegala-KU0250-26G/1189-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.488889,7.48563,80.362778,80.3696,434410,0.000515378409919,7.467,80.367,986,2645
"KU0021","KU0250","Kurunegala_Town-KU0021-26G/1189-24-ODU-1(RTNRF-1)","Kurunegala-KU0250-26G/1189-24-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.488889,7.48563,80.362778,80.3696,434410,0.000515378409919,7.467,80.367,987,2646
"JA0045","JA0010","Moolai-JA0045-18G/1166-23-ODU-1(RTNRF-1)","Chankanai-JA0010-18G/1166-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.74801,9.75513,79.9283,79.9563,434000,0.000815167036074,9.8,80.067,988,2647
"JA0045","JA0010","Moolai-JA0045-18G/1166-24-ODU-1(RTNRF-1)","Chankanai-JA0010-18G/1166-24-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.74801,9.75513,79.9283,79.9563,434000,0.000815167036074,9.8,80.067,989,2648
"AN0069","AN0033","Piriyamaduwa-AN0069-13G/812-23-ODU-1(RTNRF-1)","Thirappane-AN0033-13G/812-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.26808,8.223056,80.5992,80.521667,434180,0.001424303803884,8.539,81.182,990,2649
"AN0069","AN0033","Piriyamaduwa-AN0069-13G/812-24-ODU-1(RTNRF-1)","Thirappane-AN0033-13G/812-24-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.26808,8.223056,80.5992,80.521667,434180,0.001424303803884,8.539,81.182,991,2650
"GM0171","GM0035","Korase-GM0171-15G/620-23-ODU-1(RTNRF-1)","Minuwangoda-GM0035-15G/620-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.14108,7.17394,80.0029,79.9589,434500,0.001040634141964,7.181,79.866,992,2651
"GM0171","GM0035","Korase-GM0171-15G/620-24-ODU-1(RTNRF-1)","Minuwangoda-GM0035-15G/620-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.14108,7.17394,80.0029,79.9589,434500,0.001040634141964,7.181,79.866,993,2652
"GM0514","GM0019","Pamunugama_North-GM0514-18G/1721-23-ODU-1(RTNRF-1)","Ja_ela_North-GM0019-18G/1721-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.127194,7.10546,79.8385,79.8791,434500,0.001596392402927,7.181,79.866,994,2653
"BA0055","BA0004","Batti_Karaveddi-BA0055-13G/948-23-ODU-1(RTNRF-1)","Kattankudy-BA0004-13G/948-23-ODU-1(RTNRF-1)","Batticaloa","Batticaloa",7.713194,7.68849,81.624772,81.7233,434360,0.000311254716762,7.706,81.679,995,2654
"CM0424","CM0436","Malabe_South-CM0424-23G/699-23-ODU-1(RTNRF-1)","Udumulla_RT-CM0436-23G/699-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.894167,6.9274,79.96,79.9407,434500,0.000905092284711,7.181,79.866,996,2655
"CM0424","CM0436","Malabe_South-CM0424-23G/699-24-ODU-1(RTNRF-1)","Udumulla_RT-CM0436-23G/699-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.894167,6.9274,79.96,79.9407,434500,0.000905092284711,7.181,79.866,997,2656
"PU0188","PU0009","Marawila_East-PU0188-26G/1436-23-ODU-1(RTNRF-1)","Marawila-PU0009-26G/1436-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.42,7.412222,79.837889,79.833889,434150,0.000270079506656,8.75,80.5,998,2657
"PU0188","PU0009","Marawila_East-PU0188-26G/1436-24-ODU-1(RTNRF-1)","Marawila-PU0009-26G/1436-24-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.42,7.412222,79.837889,79.833889,434150,0.000270079506656,8.75,80.5,999,2658
"CM0555","CM0074","Castle_Street_W-CM0555-23G/1579-23-ODU-1(RTNRF-1)","Nawala_Town-CM0074-23G/1579-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.911111,6.889444,79.885,79.8875,434670,0.000115767716198,6.822,79.886,1000,2659
"CM0555","CM0074","Castle_Street_W-CM0555-23G/1579-24-ODU-1(RTNRF-1)","Nawala_Town-CM0074-23G/1579-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.911111,6.889444,79.885,79.8875,434670,0.000115767716198,6.822,79.886,1001,2660
"KU0221","KU0046","Polpithigama_South-KU0221-18G/1436-23-ODU-1(RTNRF-1)","Polpithigama-KU0046-18G/1436-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.8063,7.82878,80.4105,80.4068,434000,0.000190361603818,9.8,80.067,1002,2661
"KU0056","KU0030","Kiralabokka-KU0056-18G/1657-23-ODU-1(RTNRF-1)","Weerambugedara-KU0030-18G/1657-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.44893,7.47685,80.2636,80.2419,434240,0.000291031643955,8.033,79.833,1003,2662
"TR0076","TR0001","Chinabay SLAF-TR0076-15G/722-23-ODU-1(RTNRF-1)","Trinco_Town_Dialog-TR0001-15G/722-23-ODU-1(RTNRF-1)","Trincomalee","Trincomalee",8.54,8.575278,81.193611,81.229722,434180,0.000129699958518,8.539,81.182,1004,2663
"CM0262","CM0081","Dharmapala_Mw-CM0262-26G/810-23-ODU-1(RTNRF-1)","Odel-CM0081-26G/810-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.916944,6.91707,79.863333,79.8655,434730,0.000527752231343,6.967,80.767,1005,2664
"CM0262","CM0081","Dharmapala_Mw-CM0262-26G/810-24-ODU-1(RTNRF-1)","Odel-CM0081-26G/810-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.916944,6.91707,79.863333,79.8655,434730,0.000527752231343,6.967,80.767,1006,2665
"CM0940","CM0174","Independence_Avenue_Suntel-CM0940-23G/1506-23-ODU-1(RTNRF-1)","Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.908611,6.903611,79.865,79.8575,434660,0.000186073626982,6.9,79.867,1007,2666
"CM0940","CM0174","Independence_Avenue_Suntel-CM0940-23G/1506-24-ODU-1(RTNRF-1)","Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.908611,6.903611,79.865,79.8575,434660,0.000186073626982,6.9,79.867,1008,2667
"CM0027","CM0319","Grandpass-CM0027-26G/910-23-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.94608,6.94859,79.8699,79.8671,434660,0.000677406849758,6.9,79.867,1009,2668
"CM0027","CM0319","Grandpass-CM0027-26G/910-24-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.94608,6.94859,79.8699,79.8671,434660,0.000677406849758,6.9,79.867,1010,2669
"CM0027","CM0319","Grandpass-CM0027-26G/910-25-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-25-ODU-1(RTNRF-1)","Colombo","Colombo",6.94608,6.94859,79.8699,79.8671,434660,0.000677406849758,6.9,79.867,1011,2670
"CM0027","CM0319","Grandpass-CM0027-26G/910-26-ODU-1(RTNRF-1)","Sugathadasa_West-CM0319-26G/910-26-ODU-1(RTNRF-1)","Colombo","Colombo",6.94608,6.94859,79.8699,79.8671,434660,0.000677406849758,6.9,79.867,1012,2671
"CM0260","CM0290","Kala_Traders-CM0260-26G/644-23-ODU-1(RTNRF-1)","Dematagoda_West-CM0290-26G/644-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.928056,6.93147,79.876111,79.8746,434660,0.000268551358946,6.9,79.867,1013,2672
"AN0044","AN0135","Mahailluppallamma-AN0044-15G/878-23-ODU-1(RTNRF-1)","Bulnewa-AN0135-15G/878-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.11647,8.04974,80.4715,80.4458,434220,5.816507169469E-05,8.117,80.467,1014,2673
"KU0070","AN0011","Mahagalkadawala-KU0070-13G/894-23-ODU-1(RTNRF-1)","Thambuttegama-AN0011-13G/894-23-ODU-1(RTNRF-1)","Kurunegala","Anuradapura",8.06153,8.153611,80.2794,80.297778,434150,0.001027384865712,8.75,80.5,1015,2674
"CM0260","CM0072","Kala_Traders-CM0260-18G/1181-23-ODU-1(RTNRF-1)","Nawala-CM0072-18G/1181-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.928056,6.889722,79.876111,79.888889,434660,0.000230313905741,6.9,79.867,1016,2675
"CM0260","CM0072","Kala_Traders-CM0260-18G/1181-24-ODU-1(RTNRF-1)","Nawala-CM0072-18G/1181-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.928056,6.889722,79.876111,79.888889,434660,0.000230313905741,6.9,79.867,1017,2676
"GM0058","GM0013","Belummahara-GM0058-18G/1336-23-ODU-1(RTNRF-1)","Ganemulla-GM0013-18G/1336-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.06635,7.06679,80.0052,79.9603,434790,0.091710692058719,6.983,81.05,1018,2677
"GM0058","GM0013","Belummahara-GM0058-18G/1336-25-ODU-1(RTNRF-1)","Ganemulla-GM0013-18G/1336-25-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.06635,7.06679,80.0052,79.9603,434790,0.091710692058719,6.983,81.05,1019,2678
"KU0089","KU0074","Maduragoda-KU0089-15G/834-23-ODU-1(RTNRF-1)","Rambodagalla-KU0074-15G/834-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.56801,7.50411,80.5594,80.5173,434180,0.000209836681335,8.539,81.182,1020,2679
"KU0136","KU0047","Mudiyannegama-KU0136-15G/899-23-ODU-1(RTNRF-1)","Moragollagama-KU0047-15G/899-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.98036,7.91571,80.3838,80.4267,434790,5.38258526082158E-05,6.983,81.05,1021,2680
"KU0010","KU0005","Melsiripura-KU0010-13G/906-23-ODU-1(RTNRF-1)","Ibbagamuwa-KU0005-13G/906-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.64714,7.54527,80.5134,80.4487,434410,0.000396328378492,7.467,80.367,1022,2681
"KU0010","KU0005","Melsiripura-KU0010-13G/906-24-ODU-1(RTNRF-1)","Ibbagamuwa-KU0005-13G/906-24-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.64714,7.54527,80.5134,80.4487,434410,0.000396328378492,7.467,80.367,1023,2682
"PU0039","PU0021","Pallama-PU0039-11G/320-23-ODU-1(RTNRF-1)","Chilaw_North-PU0021-11G/320-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.69038,7.60093,79.9204,79.812,434220,0.000366001087483,8.117,80.467,1024,2683
"PU0039","PU0021","Pallama-PU0039-11G/320-24-ODU-1(RTNRF-1)","Chilaw_North-PU0021-11G/320-24-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.69038,7.60093,79.9204,79.812,434220,0.000366001087483,8.117,80.467,1025,2684
"AN0010","AN0042","Maradankadawala-AN0010-15G/648-23-ODU-1(RTNRF-1)","Ganewalpola-AN0042-15G/648-23-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.12892,8.09425,80.5633,80.6247,434220,0.001451741602372,8.117,80.467,1026,2685
"AN0010","AN0042","Maradankadawala-AN0010-15G/648-24-ODU-1(RTNRF-1)","Ganewalpola-AN0042-15G/648-24-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.12892,8.09425,80.5633,80.6247,434220,0.001451741602372,8.117,80.467,1027,2686
"GM0067","GM0075","Dunagaha-GM0067-18G/1345-23-ODU-1(RTNRF-1)","Katuwellegama-GM0075-18G/1345-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.23391,7.20994,79.9743,79.9354,434410,0.000178745585181,7.467,80.367,1028,2687
"GM0067","GM0075","Dunagaha-GM0067-18G/1345-24-ODU-1(RTNRF-1)","Katuwellegama-GM0075-18G/1345-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.23391,7.20994,79.9743,79.9354,434410,0.000178745585181,7.467,80.367,1029,2688
"KU0338","KU0015","Thalammehera - KU0338 - 13G/966-23-ODU-1(RTNRF-1)","Sandalankawa_DBN - KU0015 - 13G/966-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.328333,7.30633,80.056667,79.9528,434360,0.001956025033101,7.706,81.679,1030,2689
"CM0589","CM0062","Crow_Island-CM0589-26G/678-23-ODU-1(RTNRF-1)","Mattakkuliya_North-CM0062-26G/678-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.97356,6.97301,79.8723,79.8757,434760,0.00156146615804,6.817,80.967,1031,2690
"AN0160","AN0085","Dutuwewa-AN0160-15G/681-24-ODU-1(RTNRF-1)","Dekatipothana-AN0085-15G/681-24-ODU-1(RTNRF-1)","Anuradapura","Anuradapura",8.3373,8.40356,80.7631,80.8123,434500,0.000480285487621,7.181,79.866,1032,2691
"AN0115","MU0046","Galkulama_Kanda-AN0115-13G/604-23-ODU-1(RTNRF-1)","Nelunwewa-MU0046-13G/604-23-ODU-1(RTNRF-1)","Anuradapura","Mulathive",8.893056,8.994722,80.799167,80.831944,434410,0.000341850088128,7.467,80.367,1033,2692
"AN0115","MU0046","Galkulama_Kanda-AN0115-13G/604-24-ODU-1(RTNRF-1)","Nelunwewa-MU0046-13G/604-24-ODU-1(RTNRF-1)","Anuradapura","Mulathive",8.893056,8.994722,80.799167,80.831944,434410,0.000341850088128,7.467,80.367,1034,2693
"PU0014","PU0108","Mugunuwatawana-PU0014-23G/1067-23-ODU-1(RTNRF-1)","Ilippadeniya-PU0108-23G/1067-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.5828,7.58314,79.8528,79.8362,434410,0.063676927710434,7.467,80.367,1035,2694
"GM0126","GM0693","Kadawatha South Dialog-GM0126-23G/1657-23-ODU-1(RTNRF-1)","Kadawatha_Town_North-GM0693-23G/1657-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",6.99,7.010658,79.9575,79.957789,434040,0.0002765283518,9.65,80.017,1036,2695
"GM0067","GM0363","Dunagaha Dialog-GM0067-23G/1656-23-ODU-1(RTNRF-1)","Horakele-GM0363-23G/1656-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.23391,7.2485,79.9743,79.967194,434500,0.001671937116643,7.181,79.866,1037,2696
"AM0054","AM0020","Ambalamoya-AM0054-13G/891-23-ODU-1(RTNRF-1)",,"Ampara","Ampara",7.139444,7.22981,81.711111,81.6728,434100,9.67986319097735E-05,9.267,80.817,1038,2697
"MA0011","MA0004","Mannar_Town-MA0011-18G/818-23-ODU-1(RTNRF-1)","Thalladi-MA0004-18G/818-23-ODU-1(RTNRF-1)","Mannar","Mannar",8.983333,8.944722,79.916944,79.925278,434130,1.97418616632755E-07,8.983,79.917,1039,2698
"GM0350","GM0010","BIA_Ind-GM0350-23G/892-23-ODU-1(RTNRF-1)","FTZ-GM0010-23G/892-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.18161,7.170833,79.8881,79.895556,434500,0.000280864633632,7.181,79.866,1040,2699
"GM0350","GM0010","BIA_Ind-GM0350-23G/892-24-ODU-1(RTNRF-1)","FTZ-GM0010-23G/892-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.18161,7.170833,79.8881,79.895556,434500,0.000280864633632,7.181,79.866,1041,2700
"JA0003","JA0038","Jaffna_SLT-JA0003-23G/886-23-ODU-1(RTNRF-1)","Karaiyur-JA0038-23G/886-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.66563,9.655278,80.006,80.020833,434040,0.000141390889706,9.65,80.017,1042,2701
"JA0081","JA0042","Palali-JA0081-18G/1172-23-ODU-1(RTNRF-1)","Punnalaikkadduvan-JA0042-18G/1172-23-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.796111,9.75005,80.08,80.0613,434040,4.56763076829444E-05,9.65,80.017,1043,2702
"JA0081","JA0042","Palali-JA0081-18G/1172-24-ODU-1(RTNRF-1)","Punnalaikkadduvan-JA0042-18G/1172-24-ODU-1(RTNRF-1)","Jaffna","Jaffna",9.796111,9.75005,80.08,80.0613,434040,4.56763076829444E-05,9.65,80.017,1044,2703
"PU0010","PU0081","Mundal-PU0010-18G/1415-23-ODU-1(RTNRF-1)","Agunawila-PU0081-18G/1415-23-ODU-1(RTNRF-1)","Puttlam","Puttlam",7.81758,7.774167,79.8247,79.860833,434970,0.001316402874813,6.117,81.133,1045,2704
"CM0260","CM1046","Kala_Traders-CM0260-26G/772-23-ODU-1(RTNRF-1)","Sri_Vajirashrama_Rd-CM1046-26G/772-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.928056,6.92201,79.876111,79.8751,434660,5.51307836485532E-05,6.9,79.867,1046,2705
"CM0260","CM1046","Kala_Traders-CM0260-26G/772-24-ODU-1(RTNRF-1)","Sri_Vajirashrama_Rd-CM1046-26G/772-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.928056,6.92201,79.876111,79.8751,434660,5.51307836485532E-05,6.9,79.867,1047,2706
"CM0050","CM1054","Kolonnawa-CM0050-18G/1446-23-ODU-1(RTNRF-1)","Stace_Rd_Reloc-CM1054-18G/1446-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.93378,6.945556,79.8875,79.874444,434660,0.000722910219553,6.9,79.867,1048,2707
"CM0050","CM1054","Kolonnawa-CM0050-18G/1446-24-ODU-1(RTNRF-1)","Stace_Rd_Reloc-CM1054-18G/1446-24-ODU-1(RTNRF-1)","Colombo","Colombo",6.93378,6.945556,79.8875,79.874444,434660,0.000722910219553,6.9,79.867,1049,2708
"GM0043","GM0446","Seeduwa-GM0043-23G/747-23-ODU-1(RTNRF-1)","Raddoluwa_West-GM0446-23G/747-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.14535,7.13267,79.874,79.8856,434500,0.000306947528946,7.181,79.866,1050,2709
"GM0043","GM0446","Seeduwa-GM0043-23G/747-24-ODU-1(RTNRF-1)","Raddoluwa_West-GM0446-23G/747-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.14535,7.13267,79.874,79.8856,434500,0.000306947528946,7.181,79.866,1051,2710
"CM1213","CM0424","Asiri_Place_Atel-CM1213-23G/1639-23-ODU-1(RTNRF-1)","Malabe_South-CM0424-23G/1639-23-ODU-1(RTNRF-1)","Colombo","Colombo",6.913611,6.894167,79.955833,79.96,434500,0.000405664054954,7.181,79.866,1052,2711
"KU0096","KU0136","Galgamuwa-KU0096-13G/836-23-ODU-1(RTNRF-1)","Mudiyannagama-KU0136-13G/836-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",8.00465,7.98036,80.2689,80.3838,434360,3.18929256488751E-05,7.706,81.679,1053,2712
"KU0096","KU0136","Galgamuwa-KU0096-13G/836-24-ODU-1(RTNRF-1)","Mudiyannagama-KU0136-13G/836-24-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",8.00465,7.98036,80.2689,80.3838,434360,3.18929256488751E-05,7.706,81.679,1054,2713
"KU0025","KU0274","Pothuhera-KU0025-18G/870-23-ODU-1(RTNRF-1)","Uhumeeya_West-KU0274-18G/870-23-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.41083,7.45092,80.3269,80.2889,434730,0.000239407814258,6.967,80.767,1055,2714
"KU0025","KU0274","Pothuhera-KU0025-18G/870-24-ODU-1(RTNRF-1)","Uhumeeya_West-KU0274-18G/870-24-ODU-1(RTNRF-1)","Kurunegala","Kurunegala",7.41083,7.45092,80.3269,80.2889,434730,0.000239407814258,6.967,80.767,1056,2715
"AM0029","AM0011","Sainthamaruthu-AM0029-18G/1709-23-ODU-1(RTNRF-1)","Kalmunei-AM0011-18G/1709-23-ODU-1(RTNRF-1)","Ampara","Ampara",7.393333,7.42013,81.834611,81.8298,434750,0.001135307191465,6.883,81.833,1057,2716
"GM0056","GM0001","Andiambalama-GM0056-23G/1413-23-ODU-1(RTNRF-1)","Katunayake_AASL-GM0001-23G/1413-23-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.186944,7.18316,79.904167,79.8937,434500,0.000270927446544,7.181,79.866,1058,2717
"GM0056","GM0001","Andiambalama-GM0056-23G/1413-24-ODU-1(RTNRF-1)","Katunayake_AASL-GM0001-23G/1413-24-ODU-1(RTNRF-1)","Gampaha","Gampaha",7.186944,7.18316,79.904167,79.8937,434500,0.000270927446544,7.181,79.866,1059,2718
