Site ID,Suntel ID,Site Name,Site Address,District,Province,Latitude-x,Longitude-x,Latitude,Longitude
CM0148,,Kotahena Dialog,"60, Mayfield Road, Colombo 13",Colombo,Western,6-57-1,79-51-51,6.95016,79.8641
CM0209,,Kotahena North Dialog,"No-745/C, Bleomendhal Road, Colombo-15.",Colombo,Western,6-57-36,79-52-6,6.96009,79.8682
CM0300,,Kotahena West Dialog [Kotahena DTV],"No-83, George R De Silva Mw, Colombo-13.",Colombo,Western,6-56-58,79-51-36,6.949444,79.86
MR0024,,Kotapola Dialog,"Gatabaru kanda,Gatabaru Rajamaha Viharaya,Kotapola",Matara,Southern,6-17-11,80-32-26,6.2865,80.5405
HA0032,,Kotawaya Dialog,"Araliyagahawatta,Thalanporuwa,Hakuruwela,Kotawaya",Hambantota,Southern,6-8-33,80-50-34,6.14247,80.8427
KU0079,,Kotawehera Dialog,"No.09, Sudeeragama Junction, Kotawehera,",Kurunegala,NorthWestern,7-48-3,80-4-59,7.8008,80.0831
MR0068,,Kotawila Dialog,"""Parakrama Nivasa"" Karuwala Badda, Labima, Kamburugamuwa.",Matara,Southern,5-57-41,80-29-33,5.9613,80.4925
CM0912,,Kotawila Road Dialog,"129,Katupelella,Wellampitiya.",Colombo,Western,6-56-49,79-53-55,6.94689,79.8986
CM0584,,Kothalawala Avenue Dialog,"No-20, Ramya Road, Colombo 04.",Colombo,Western,6-53-22,79-51-22,6.889444,79.856111
NU0099,KTM/001,Kothmale DBN,"Rojasangama, Kuratiya, Kothmale",NuwaraEliya,Central,7-2-11,80-38-7,7.036389,80.635278
NU0012,,Kothmale Dialog,"Weerasekarapura, Kalapitiya, Hadunuwewa,",NuwaraEliya,Central,7-2-45,80-38-24,7.04571,80.6401
KA0274,,Kothmale Plant IBS,"Kothmale Power Plant,Kothmale",Kandy,Central,7-7-21,80-34-53,7.1225,80.581389
NU0078,,Kothmale Powerhouse IBS,"Upper Kotmale Hydro Power Project, Ceylon Electricity Board, Niyamgamdora, Kotmale",NuwaraEliya,Central,7-2-35,80-39-23,7.0431,80.6564
NU0094,,Kothmale South Mobitel,"Mobitel Tower, Resmale, Nawa Thispane, Nawalapitiya.",NuwaraEliya,Central,7-1-58,80-37-28,7.0328,80.6245
CM0890,,Kotikawatta North Dialog,"No-75, TC Road, Kudabathgamuwa, Angoda",Colombo,Western,6-56-21,79-55-4,6.939167,79.917778
CM0797,,Kotikawatta South Dialog,"240 , Delgahawatta Road, Angoda",Colombo,Western,6-55-47,79-55-11,6.92975,79.9198
CM0369,,Kotikawatta West Dialog,"999/1, Kolonnawa Road, Gothatuwa",Colombo,Western,6-55-41,79-54-30,6.92818,79.9083
CM0053,ANG/001,Kotikawatte DBN,"55/2C, Old Awissawella Road, Kotikawatte",Colombo,Western,6-56-8,79-54-51,6.935556,79.914167
KE0028,,Kotiyakubura Dialog,"Ampe Estate, Kotiyakubura",Kegalle,Sabaragamuwa,7-7-53,80-17-20,7.13129,80.2888
PU0071,,Kottanthive Dialog,"No-137, Kottanthivu, Mundalama.",Puttlam,NorthWestern,7-50-58,79-47-25,7.84951,79.7903
PO0028,,Kottapitiya Dialog,"Yaya 19, No 45, Kottapitiya.",Polonnaruwa,NorthCentral,7-49-26,80-51-8,7.823889,80.852222
PU0040,,Kottaramulla Dialog,"Ihala Kottaramulla, Kottaramulla",Puttlam,NorthWestern,7-22-33,79-52-36,7.375833,79.876667
CM0054,KTW/001,Kottawa DBN,"ALUBOGAHAWATTA,RUKMALE,KOTTWA.",Colombo,Western,6-51-15,79-58-30,6.85414,79.9751
CM0915,,Kottawa Etisalat,"Galabodawatte, Mabulgoda, Kottawa",Colombo,Western,0-0-0,0-0-0,0,0
CM0363,,Kottawa North Mobitel,"Mobitel Tower, Liyanagoda Junction, Kottawa, Pannipitiya.",Colombo,Western,6-51-33,79-57-21,6.859167,79.955833
CM0415,,Kottawa South Mobitel,"No:475/B, Makumbura, Pannipitiya.",Colombo,Western,6-50-13,79-58-16,6.83703,79.9711
CM0149,,Kottawa Town Dialog [Kottawa BSC],"No.66, Old Kottawa Road, Kottawa",Colombo,Western,6-50-35,79-57-53,6.843056,79.964722
CM0400,,Kotte BSC Dialog,"565, PITA KOTTE,KOTTE.",Colombo,Western,6-53-16,79-54-8,6.887778,79.902222
MR0018,,Kottegoda Dialog,"Millagas Ara watta, Dandeniya, Rathmale",Matara,Southern,5-59-32,80-39-52,5.99229,80.6644
PU0033,,Kottukachchiya Dialog,"Sampath Stores,Puranagama,Kottukachchiya",Puttlam,NorthWestern,7-55-49,79-57-21,7.93036,79.9559
GM0147,,Kotugoda Dialog,"164, Parana Para, Kotugoda,",Gampaha,Western,7-7-24,79-55-40,7.1232,79.9279
GM0612,,Kotugoda East Etisalat,"Etisalat Tower,Kotugoda East.",Gampaha,Western,7-8-10.2,79-56-36.93,7.136167,79.943592
KA0260,KAY/008,Kotugodella Street DBN [Com Bank],"COMMERCIAL BANK,120 A, Kotugodala Weediya, KANDY",Kandy,Central,7-17-48,80-38-13,7.296667,80.636944
KA0072,,Kotugodella Street Dialog,"Nabeesha Complex,kotugodella Street,Kandy",Kandy,Central,7-17-47,80-38-10,7.296389,80.636111
JA0133,,Kovilan Point Dialog,"SLNS, Elahara, A Sector, Karainager, Jaffna",Jaffna,Northern,9-45-39,79-51-42,9.760833,79.861667
VA0073,,Kovilkulam Mobitel,"Mobitel Tower, N0-41, Sinnaputhukkulam, vavuniya.",Vavnia,Northern,8-44-46,80-30-41,8.746111,80.511389
JA0136,,Koyilakkandi Dialog,"SLA, 18 GW HQ, Koyilakkandi",Jaffna,Northern,9-38-51,80-5-54,9.6475,80.098333
TR0043,,Kuchchaweli North Dialog [Pudaivakkttu],Senthoor Pudawaikattu,Trincomalee,Eastern,8-51-28,81-4-4,8.857778,81.067778
TR0020,,Kuchchiweli Dialog,"Ward NO-02,Kuchchiweli",Trincomalee,Eastern,8-49-3,81-5-46,8.8175,81.096111
AN0150,,Kuda Dutuwewa Dialog,"Kele Puliyankulama, Kebithigollewa",Anuradapura,NorthCentral,8-41-3,80-36-58,8.684167,80.616111
KU0337,,Kuda Galgamuwa South Mobitel,"Kuda Galgamuwa, kurunegala",Kurunegala,NorthWestern,7-33-10,80-20-27,7.552778,80.340833
KU0229,,Kuda Galgomuwa Etisalat,"Thibbatupitiya, Kuda Galgomuwa",Kurunegala,NorthWestern,7-33-47,80-19-36,7.56294,80.3266
AN0062,,Kuda Kalettawa Dialog,"Nelumkulama,Galkulama,Anuradapura",Anuradapura,NorthCentral,8-18-35,80-28-12,8.309722,80.47
CM0494,,Kudamaduwa Etisalat,"220/A/3, Kudamaduwa, Siddemulla, Piliyandala",Colombo,Western,6-48-10,79-57-31,6.80267,79.9587
PU0176,,Kudamuduwella Dialog (Mahawewa West),"Melrose,Kudamuduwella,Mahawewa.",Puttlam,NorthWestern,7-27-30.7,79-48-22.9,7.458528,79.806361
KL0230,,Kudauduwa Etisalat,"ETI Tower,No/64/1,Horaketiya,kuda uduwa,Horana.",Kaluthara,Western,6-45-13,80-5-10.5,6.753611,80.08625
PU0032,,Kudawewa Dialog,"Hetti Waththa,Kudawewa.",Puttlam,NorthWestern,7-27-41,79-50-59,7.461389,79.849722
PU0053,,Kudirippuwa Dialog,"No 334/A ,Pothuwil, Madampe",Puttlam,NorthWestern,7-29-48,79-52-11,7.496667,79.869722
KL0009,,Kukule Ganga Dialog [Kahambiliyakanda],"Kukule Ganga Hydro Power Plant. Molkawa, Bulathsinhala",Kaluthara,Western,6-36-16,80-15-1,6.604444,80.250278
RA0118,,Kukulegama Mobitel,"Ayagama Road,Kalawana.",Ratnapura,Sabaragamuwa,6-32-40,80-21-59,6.544444,80.366389
KL0059,,Kukuleganga SLA,"IPSOTSL, Army Camp, Kukuleganga, Sri Lanka.",Kaluthara,Western,6-36-55,80-16-42,6.615278,80.278333
AN0126,,Kukulkatuwa Etisalat,"Etisalat Tower, Kukulkatuwa, Ranorawa, Nochchiyagama.",Anuradapura,NorthCentral,8-22-4,80-9-39,8.367778,80.160833
CM0489,,Kularathna Mawatha Dialog,"No-732, Maradana Road, Colombo-10.",Colombo,Western,6-55-24,79-52-9,6.92327,79.8691
CM1044,,Kularathna Mawatha Dialog [Relocation],"No.745, Maradana Road,Colombo 10.",Colombo,Western,6-55-24,79-52-11,6.92339,79.8696
KU0134,,Kuliyapitiya Dialog,"Maithree Jayanthi Mawatha, Kuliyapitiya",Kurunegala,NorthWestern,7-28-20,80-2-44,7.47225,80.0455
KU0006,,Kuliyapitiya SLT,"SLT Tower, Kuliyapitiya.",Kurunegala,NorthWestern,7-28-8,80-2-11,7.468986,80.036414
KU0292,KYP/001,Kuliyapitya DBN,"No 7, Ananda mawatha, Kuliyapitiya",Kurunegala,NorthWestern,7-28-23,80-2-17,7.473056,80.038056
KA0086,,Kulugammana Dialog,"Dialog,122B/Kulugammana,",Kandy,Central,7-19-6,80-35-37,7.318333,80.593611
AM0085,,Kumana Navy,Kumana Navy camp.okanda,Ampara,Eastern,6-39-6,81-46-21,6.651667,81.7725
KA0261,KAY/014,Kumara Veediya DBN [Kandy Centre],"19, Prince Street, Kandy",Kandy,Central,7-17-45,80-38-10,7.295833,80.636111
GA0043,,Kumarakanda Dialog,"Elaboda Watta, Patuwatha, Dodanduwa Galle",Galle,Southern,6-6-50,80-7-25,6.11386,80.1236
GA0222,,Kumarakanda East Lankabell,"Gangaramaya, Morakole, Dodanduwa",Galle,Southern,6-6-36,80-7-46,6.11,80.129444
PU0054,,Kumarakattuwa Dialog,"kumarakttuwa , Near The Tempel",Puttlam,NorthWestern,7-39-14,79-53-3,7.65375,79.8841
MR0091,,Kumbalgama Airtel,"""Sri Nagamaha Viharaya"", Gurubabila, Weligama",Matara,Southern,5-57-54,80-24-22,5.96489,80.406
KE0070,,Kumbalgama Dialog,"Thalgamuwa, Dewanagala.",Kegalle,Sabaragamuwa,7-12-26,80-28-44,7.20709,80.4789
BD0068,,Kumbalwela Dialog,"Uda Kumbalwela, Kumbalwela, Bandarawela",Badulla,Uva,6-52-38,81-2-6,6.877222,81.035
MT0049,,Kumbiyangahaela Etisalat,"Eti Tower, 5th mile post, Kongahawela.",Matale,Central,7-40-31,80-42-4,7.675278,80.701111
KU0072,,Kumbukgete Dialog,"E.M.H.Traders,Madagalla Road,Kumbukgete.",Kurunegala,NorthWestern,7-40-37,80-25-27,7.677,80.4242
MO0019,,Kumbukkana Hutch,"Gunasekara Stores, Kumbukkana (Diulgaswatta)",Monaragala,Uva,6-48-30,81-18-5,6.80847,81.3013
KU0071,,Kumbukwewa Dialog,"Deyawa ,Kumbukwewa",Kurunegala,NorthWestern,7-36-22,80-26-8,7.60611,80.4356
TR0034,,Kumburupiddy Dialog,"Nawalchooley, Kumburupiddy",Trincomalee,Eastern,8-45-6,81-8-52,8.751667,81.147778
MU0034,,Kumulamunai Dialog,"24 SLSR B Coy,, Sri Lanka Army, Kumulamunai",Mulathive,Northern,9-9-43,80-49-8,9.161944,80.818889
AN0067,,Kunchikulama Dialog,"Kunchikulama, Ipalawgama",Anuradapura,NorthCentral,8-4-54,80-31-16,8.08156,80.521
KA0033,,Kundasale Dialog,"Warapitiya, Kundasale",Kandy,Central,7-16-48,80-40-49,7.28,80.680278
CM1142,COL/012,Kuppiyawatta DBN,"JAYASEKARA RAMYA` KUPPIYAWATHE, COLOMBO 10.",Colombo,Western,6-55-46,79-52-27,6.929444,79.874167
GM0552,KUR/001,Kurana DBN,"20,RATHNA MW. KURANA, NEGAMBO",Gampaha,Western,7-11-23,79-51-36,7.189722,79.86
GM0031,,Kurana Dialog,"31, Vijaya Road, Kurana, Negombo",Gampaha,Western,7-11-14,79-51-39,7.18736,79.8609
KU0133,,Kuru BusStand Dialog,"No21, Perakumba Street, Kurunegala.",Kurunegala,NorthWestern,7-29-19,80-21-51,7.48873,80.3642
KU0083,,Kuru Tech College Dialog,"Nippon Centre, No 143, Puttlam Road, Kurunegala.",Kurunegala,NorthWestern,7-29-23,80-21-35,7.48981,80.3597
GA0048,,Kurudugahahetekma Dialog,"Pathiraja Estate, Kurudugahahetekma",Galle,Southern,6-15-45,80-8-41,6.2625,80.144722
BA0011,,Kurukkalmadam Dialog,"Chettiyar Road, Kurukkalmadam",Batticaloa,Eastern,7-35-15,81-46-59,7.5875,81.7831
GM0190,,Kurukulawa Dialog,"No 474/1, Heenkenda, Ragama",Gampaha,Western,7-0-52,79-55-43,7.01456,79.9285
VA0026,,Kurumankadu Dialog,"No. 220, Station Rd, Wairawapuliyamkulam.",Vavnia,Northern,8-45-44,80-29-21,8.7623,80.4893
TR0062,,Kurunchakerny Dialog,"Ward No. 3, Kurunkankerny.",Trincomalee,Eastern,8-28-41,81-9-30,8.478056,81.158333
AN0063,,Kurundankulama Airtel,"AT Tower, Mathale Junction, Kandy Rd, Kurundankulama.",Anuradapura,NorthCentral,8-21-6,80-26-34,8.351667,80.442778
AN0111,,Kurundankulama South Dialog,"Matale Road, Kurundankulama, Anuradhapura.",Anuradapura,NorthCentral,8-20-9.99,80-27-13.98,8.336108,80.453883
GM0191,,Kurunduwatta Dialog,"278/4, Wanawasala, Kelaniya",Gampaha,Western,6-58-59,79-53-44,6.98296,79.8956
KU0350,,Kurunegala Arcade IBS,"87, Colombo Road, Kurunegala",Kurunegala,NorthWestern,7-29-3,80-21-48,7.484167,80.363333
KU0202,,Kurunegala Central Dialog,"63, Colombo Road, Kurunegala",Kurunegala,NorthWestern,7-29-7,80-21-51,7.48531,80.3642
KU0081,,Kurunegala Clock Tower Dialog,"56/56A, Kandy Road, Kurunegala.",Kurunegala,NorthWestern,7-29-11,80-22-0,7.48645,80.3667
KU0250,,Kurunegala DBN,"Ethugala, Kurunegala",Kurunegala,NorthWestern,7-29-8,80-22-11,7.48563,80.3696
KU0264,,Kurunegala Dias Junction Dialog,"86, Nandana Mawatha, Negombo Road, Kurunegala.",Kurunegala,NorthWestern,7-28-42,80-20-43,7.47833,80.3452
KU0022,,Kurunegala North Dialog,"510, Putlam Road, Kurunegala",Kurunegala,NorthWestern,7-29-57,80-20-56,7.499167,80.348889
KU0304,KRG/SLT,Kurunegala SLT,,Kurunegala,NorthWestern,7-28-59,80-22-14,7.483056,80.370556
KU0199,,Kurunegala Station Dialog,"374, Kandy Road, Kurunegala",Kurunegala,NorthWestern,7-28-43,80-22-24,7.478611,80.373333
KU0021,,Kurunegala Town Dialog,"No.22-24, Main Street, Kurunegala",Kurunegala,NorthWestern,7-29-20,80-21-46,7.488889,80.362778
KU0082,,Kurunegala Town Hall Dialog,"No.11&15, Premachandra Building, Dambulla Road,",Kurunegala,NorthWestern,7-29-19,80-21-55,7.4885,80.3653
KU0007,KRG/001,Kurunegala Upper Etisalat,"Celltel Tower, Ethugala, Kurunegala",Kurunegala,NorthWestern,7-29-7,80-22-14,7.48516,80.3706
TR0086,,Kurunkankerny North Dialog,"Ward NO.03,Kurunkankerny",Trincomalee,Eastern,8-30-1,81-10-8,8.500278,81.168889
CM0521,,Kuruppu Road Airtel,"No-383, Serpentine Road, Borella, Colombo-08.",Colombo,Western,6-54-56,79-53-2,6.915556,79.883889
XX0521,,Kuruppu Road Dialog,"No-69/4, Kuruppu Road, Colombo-08.",Colombo,Western,6-54-52,79-53-10,6.914331,79.886219
KL0118,,Kuruppumulla Mobitel,"""Rohana""Manel Mawatha,Kuruppumulla,Panadura",Kaluthara,Western,6-43-9.66,79-55-25.82,6.71935,79.923839
RA0005,,Kuruwita Dialog,"Galaudahena, Udugankanda(Pussella estate)",Ratnapura,Sabaragamuwa,6-48-18,80-18-55,6.805,80.315278
RA0063,,Kuruwita South Hutch,"Hutch Tower, Kosgaha Hena Watta, Kalukele Junction, Pathagama, Kuruwita.",Ratnapura,Sabaragamuwa,6-45-11,80-20-30,6.753056,80.341667
RA0026,KRW/001,Kuruwita Town Etisalat,"Celltel Tower, Kuruwita",Ratnapura,Sabaragamuwa,6-46-41,80-22-9,6.77815,80.3692
GM0140,,Kuswala Dialog,"108, Muthuwadiya Road, Kuswala, Raddolugama",Gampaha,Western,7-8-51,79-53-40,7.14745,79.8945
CM0417,TUM/001,Labugama DBN [Thummodara],"AYR Estate, Bope, Padukka",Colombo,Western,6-51-17,80-9-60,6.85472,80.1666
KE0144,,Labuwella Etisalat,"Etisalat tower,heminford estate,Parakaduwa.",Ratnapura,Sabaragamuwa,6-51-11.55,80-18-17.15,6.853208,80.304764
KA0204,,Lagamuwa Airtel,"AT Tower, Belumagala, Kadugannawa.",Kandy,Central,7-15-9,80-31-10,7.2525,80.519444
MT0004,,Laggala DBN,"Spring Mount Opalgala Estate. Gammaduwa, Rattatota",Matale,Central,7-32-59,80-42-33,7.54981,80.7093
AM0019,,Lahugala Dialog,"Waralanda, Potuvil Road, Lahugala",Ampara,Eastern,6-52-34,81-43-6,6.87622,81.7182
CM0391,,Lake Drive Dialog,"No-T/15, Bandaranayakapura, Rajagiriya",Colombo,Western,6-54-29,79-53-18,6.90809,79.8883
CM1516,,Lake Drive Relocation Dialog,"No-03,Bandaranayakapur Road , Rajagiriya",Colombo,Western,6-54-28,79-53-13.3,6.907778,79.887028
KU0117,,Lake Side Dialog,"No.383, Lake Side, Bamunugedara, Kurunegala",Kurunegala,NorthWestern,7-30-13,80-21-41,7.50374,80.3614
CM0592,,Laksapathiya Dialog,"No.99/14, Aponsu Mw, Agulana Station Road, Laksapa",Colombo,Western,6-48-8,79-52-57,6.802222,79.8825
PO0024,,Laksha Uyana Dialog,"Industrial Zone Place, Polonnaruwa",Polonnaruwa,NorthCentral,7-59-40,80-59-57,7.99447,80.9991
PU0175,,Lakvijaya Power Planet Dialog,"CEB Housing Complex,Lakvijaya Power Plant,Karabe.",Puttlam,NorthWestern,8-0-46,79-43-29,8.012778,79.724722
CM0150,,Landmark Dialog,"385, Galle Road, Col-3",Colombo,Western,6-54-13,79-51-9,6.903611,79.8525
ICM0150,,Landmark IBS,"385, Galle Road, Col-3",Colombo,Western,6-54-13,79-51-9,6.903611,79.8525
CM0301,,LandMark North Dialog,"460,Galle road,Colombo 03",Colombo,Western,6-54-18,79-51-6,6.905,79.851667
CM0250,,Landmark South Dialog,"375,Kollupitiya",Colombo,Western,6-54-10,79-51-17,6.902778,79.854722
KL0158,,Lanka Princess IBS,"Lanka Princess Hotel, Kaluwamodara, Aluthgama",Kaluthara,Western,6-26-38,79-59-23,6.4438,79.9897
TR0041,,Lankapatuna Dialog,"Iiangathurai , muhuththuwaram , Verugal",Trincomalee,Eastern,8-21-14.28,81-22-51.9,8.353967,81.381083
GM0430,,Lansiyahena Etisalat,Etisalat Tower Walgama.Dompe.,Gampaha,Western,6-55-42.2,80-3-37.9,6.928389,80.060528
GM0374,,Lansiyawatta Dialog,"No 23E,First Lane,Hendala,Wattala.",Gampaha,Western,6-59-4,79-52-21,6.984444,79.8725
NU0057,,Lassapathana Dialog,"Lassapathana, Dadayampola, Udamadura.",NuwaraEliya,Central,7-6-36,80-55-40,7.11,80.927778
NU0080,,Laxapana Mobitel,"Katukithula,Laxapana.",NuwaraEliya,Central,6-56-20,80-29-8,6.93877,80.4856
CM1278,,LB Finance Colpetty IBS,"L.B.Finance PLC,No 20,Dharamapala Mw,Colombo 03",Colombo,Western,6-54-42,79-51-1,6.911667,79.850278
RA0094,,Leelopitiya Mobitel,"Allen Land watta, Pathulpana, Lellopitiya.",Ratnapura,Sabaragamuwa,6-39-59,80-27-12,6.66636,80.4532
MT0062,,Lenadora Airtel,"No.62, Matale Road, Lenadora",Matale,Central,7-44-42,80-39-48,7.74502,80.6634
MT0087,,Lenawa Dialog,"Dewala Heenna Kanda, Lenawa, Kibissa",Matale,Central,7-54-11,80-44-17,7.903056,80.738056
KE0194,,Lewangama Mobitel,"No 493/2,Lewangama South,Lewangama,Ruwanwella",Kegalle,Sabaragamuwa,7-5-44.2,80-14-46.3,7.095611,80.246194
KA0118,,Lewella Etisalat,"Sri Bodigala Viharaya, Srimawette, Lewellegama, De",Kandy,Central,7-17-50,80-39-48,7.297222,80.663333
CM0561,,Liberty Cinema Dialog,"No.35, Dharmapala Mw, Col-03",Colombo,Western,6-54-45,79-51-3,6.91253,79.8509
CM0151,,Liberty Plaza Dialog,"1st Floor (New Wing), Liberty Plaza, Col-3",Colombo,Western,6-54-42,79-51-4,6.911667,79.851111
ICM0151,,Liberty Plaza IBS,"1st Floor (New Wing), Liberty Plaza, Col-3",Colombo,Western,6-54-42,79-51-4,6.911667,79.851111
CM0211,,Liberty South Dialog,"No-280, R.A.De Mel Mw, Colombo-03.",Colombo,Western,6-54-37,79-51-7,6.910278,79.851944
CM1021,,Liberty South Dialog [Relocation],No 23/A Palm Grove Avenue Colombo 03,Colombo,Western,6-54-35,79-51-11,6.909722,79.853056
GA0121,,LightHouse Hotel IBS,"Dadella, Galle",Galle,Southern,6-2-33,80-11-40,6.04249,80.1944
KL0203,,Lihinigala Dialog,"Dialog Tower,Yattapatha,Mathugama.",Kaluthara,Western,6-24-4,80-17-59,6.401111,80.299722
KU0293,LIH/001,Lihiriyagama DBN,"Rendawaththa,Singakkuliya Road,Lihiriyagama",Kurunegala,NorthWestern,7-20-28,79-56-26,7.341111,79.940556
NU0018,,Lindula Etisalat,"Etisalat Tower, Lindula",NuwaraEliya,Central,6-56-14,80-41-51,6.937222,80.6975
CM0732,,LINEA MAS IBS,"Linea MAS , Ratmalana",Colombo,Western,6-49-24,79-53-38,6.82347,79.894
CM1230,,Liyanage Road Dialog,"No51.Liyanage road,Dehiwala.",Colombo,Western,6-51-13,79-52-9.3,6.853611,79.86925
GM0179,,Liyanagemulla Dialog,"No.41, Colombo Rd, Liyanagemulla, Seeduwa.",Gampaha,Western,7-9-0,79-52-22,7.15,79.872778
GM0689,,Liyanagemulla East Dialog,"No. 306/1, Dawatagaha, kuruduwatta, Munidasa kumarathunge Road, Seeduwa.",Gampaha,Western,7-8-57,79-52-44,7.149167,79.878889
GM0501R,,Liyanagemulla Mobitel[Relocation],,Gampaha,Western,7-8-57,79-52-29,7.149167,79.874722
GM0647,,Liyanagemulla North Mobitel,"Mobitel Tower,liyanagemulla.",Gampaha,Western,7-9-22,79-52-31,7.156111,79.875278
BD0070,,Loggaloya Dialog,"61/1 Unit, Bundankotte, Baduluoya.",Badulla,Uva,7-12-37,81-0-41,7.210278,81.011389
GM0278,,Loluwagoda Dialog,"Borugoda estate, Loluwagoda, Meerigama.",Gampaha,Western,7-17-59,80-7-52,7.29972,80.1311
BD0056,,Loonuwatte Dialog,"Sadasiriya Pattiyakumbura, Loonuwatta",Badulla,Uva,6-57-25,80-55-55,6.956944,80.931944
CM1351,,Lotus Tower IBS,"No-320, D.R.Wijewardana Mw, Colombo-10",Colombo,Western,6-55-38,79-51-30,6.927225,79.858317
CM0483,,Lumiere Residencies Dialog,"No.34, Dabare Mawatha, Colombo-05",Colombo,Western,6-53-53,79-52-45,6.898056,79.879167
ICM0483,,Lumiere Residencies IBS,"No.34, Dabare Mawatha, Colombo-05",Colombo,Western,6-53-53,79-52-45,6.898056,79.879167
HA0179,,Lunama Mobitel,"Kiula, Lunama.",Hambantota,Southern,6-6-40,80-57-59,6.111111,80.966389
CM0353,,Lunawa Dialog,"No.81A,uyana Rd lunawa Moratuwa",Colombo,Western,6-47-5,79-52-40,6.784722,79.877778
CM0974,,Lunawa North Dialog,"No: 86/1, 4th Lane, Uyana Rd, Lunawa, Moratuwa.",Colombo,Western,6-47-31,79-52-32,6.791944,79.875556
BD0013,,Lunugala Dialog,"St. Pauls Rubber Estate, Park Estate, Pallepanguwa",Badulla,Uva,7-2-37,81-12-23,7.043611,81.206389
HA0024,,Lunugamwehera Dialog,"No-66, Punchiappu Jadura, Lunugamwehera",Hambantota,Southern,6-20-45,81-11-33,6.345833,81.1925
HA0185,,Lunugamwehera South Dialog,"No-29, Kudagammanaya, Dakunviura, Lunugamvehera",Hambantota,Southern,6-17-45,81-11-35,6.295833,81.193056
PU0007,,Lunuwila Hutch,"Hutch tower,lunuwila.",Puttlam,NorthWestern,7-20-33,79-51-52,7.3425,79.864444
GM0170,,Mabima Dialog,"No.489/1, Mabima, Heiyanthuduwa",Gampaha,Western,6-56-44,79-58-7,6.94567,79.9686
GM0268,,Mabodale Dialog,"No 195, Mabodale, Veyangoda.",Gampaha,Western,7-11-56.4,80-1-15.6,7.199,80.021
GM0083,,Mabola Dialog,"647/5, Negambo  Road, Mabola, Wattala",Gampaha,Western,6-59-54,79-53-56,6.998333,79.898889
GM0192,,Mabola Zone Dialog,"809/4, Bangalawatte, Mabola, Wattala.",Gampaha,Western,7-0-19,79-53-40,7.005278,79.894444
GM0548,WEL/001,Mabole Zone DBN,"809/A, NEGOMBO RD. MABOLE, WATTALA",Gampaha,Western,7-0-16,79-53-47,7.004444,79.896389
GA0206,,Mabotuwana Mobitel,"Mobitel tower,Paraketiyawatta,Liyandola.",Galle,Southern,6-8-.8,80-17-22,6.133556,80.289444
CM0411,,Mabulgoda Dialog,"No-17, Niyadagala, Pannipitiya.",Colombo,Western,6-49-36,79-59-17,6.8268,79.988
CM0212,,MaCallum Road Dialog,"141, D. R. Wijewardena Mw, Col-10",Colombo,Western,6-55-54,79-51-18,6.93158,79.8551
CM0055,,Macarthy Dialog,"22, Wijerama Mawatha, Col 7",Colombo,Western,6-54-50,79-52-11,6.913889,79.869722
CM1315,,Macarthy South Dialog,"No-71, Horton Place, Colombo-07",Colombo,Western,6-54-42,79-52-17,6.911667,79.871389
KU0223,,Madahapola Etisalat,"Lucky Garment, Madahapola.",Kurunegala,NorthWestern,7-42-17,80-29-44,7.70482,80.4955
RA0093,,Madala Mobitel,No 446/B Epitawala Kiriella.,Ratnapura,Sabaragamuwa,6-44-29.8,80-14-46.7,6.741611,80.246306
GA0074,,Madampagama Airtel,"""Ramanayaka Watta""De Santin Soiza Mawatha, Kuleegoda, Ambalangoda.",Galle,Southern,6-12-50,80-4-20,6.21385,80.0723
GA0254,,Madampagama Town Mobitel,"Nigrodharama Maha Viharaya, Usmudunawa, Madampe,Kuleegoda, Ambalangoda",Galle,Southern,6-12-57,80-3-39,6.2158,80.06074
PU0008,,Madampe Dialog,"Kotakanda, Kuda Bingiriya, Madampe",Puttlam,NorthWestern,7-28-58,79-49-50,7.482778,79.830556
PU0161,MAD/001,Madampe Etisalat,"Thinipiti Viharaya , Madampe",Puttlam,NorthWestern,7-28-55,79-50-6,7.481944,79.835
PU0080,,Madampe North Dialog [Pambala],"""Jayasiri"", Pambala, Kakkapalliya",Puttlam,NorthWestern,7-30-45,79-49-44,7.5125,79.828889
KA0174,,Madampitiya Airtel,"AT Tower, Kalugaloya, Kalugala,",Kandy,Central,7-23-19.2,80-53-44.2,7.388667,80.895611
CM0472,,Madampitiya Road Dialog,"No-169, Madagampitiya Rd, Colombo-15.",Colombo,Western,6-57-43,79-52-20,6.96196,79.8722
CM0213,,Madapatha Dialog,"Makandana Road,Battakattara Piliyandala",Colombo,Western,6-46-38,79-55-51,6.77733,79.9308
AN0024,,Madatugama Dialog,"NO,69,Dunumadalawa,Madatugama",Anuradapura,NorthCentral,7-56-41,80-37-34,7.94469,80.6261
KA0200,,Madawala Airtel,"28/D, Teldeniya Road, Madawala Bazaar",Kandy,Central,7-19-38,80-40-30,7.327222,80.675
KA0034,,Madawala Dialog,"No.4A, Kandy Road, Madawala Bazaar",Kandy,Central,8-32-29,80-29-38,8.541389,80.493889
MT0016,,Madawala Ulpotha Dialog,"Wadagolla Road, Madawala Ulpotha,Matale",Matale,Central,7-36-51,80-38-23,7.614167,80.639722
GM0285,,Madelgamuwa Mobitel,"Mobitel Tower, Batepola",Gampaha,Western,7-7-6,79-57-12,7.11833,79.9533
