cell_tower_id1,cell_tower_id2,source1_name,source2_name,district1,district2,latitude1,latitude2,longitude1,longitude2,nearest_precip_station,distance,nearest_precip_lat,nearest_precip_long,id_1,id_2,PathLength
CM0793,CM0050,Kolonnawa_North-CM0793-26G/597-23-ODU-1(RTNRF-1),Kolonnawa-CM0050-26G/597-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9383,6.93378,79.8857,79.8875,Orugodawatta,1.2062507645797977,6.943741,79.87887,47,1706,0.5379939173386721
CM1279,CM0396,Maharaja HO-CM1279-26G/1227-24-ODU-1(RTNRF-1),SLTA-CM0396-26G/1227-24-ODU-1(RTNRF-1),Colombo,Colombo,6.919167,6.910556,79.856944,79.859167,Orugodawatta,3.935920989657288,6.943741,79.87887,168,1827,0.9834732051321361
CM0260,CM1046,Kala_Traders-CM0260-26G/772-23-ODU-1(RTNRF-1),Sri_Vajirashrama_Rd-CM1046-26G/772-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.92201,79.876111,79.8751,Orugodawatta,2.100144140572737,6.943741,79.87887,1046,2705,0.6779003440556123
CM0805,CM0367,Kittanpahuwa-CM0805-26G/547-23-ODU-1(RTNRF-1),Wennawatta-CM0367-26G/547-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94591,6.94449,79.8908,79.9042,Orugodawatta,2.0650815464095955,6.943741,79.87887,1485,3144,1.4891116517355139
CM0825,CM0060,Masjid_Rd-CM0825-23G/1699-23-ODU-1(RTNRF-1),Maligawatta-CM0060-23G/1699-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93197,6.93677,79.8639,79.8725,Orugodawatta,1.5698312464501816,6.943741,79.87887,615,2274,1.088589968509646
CM1042,CM0167,Janadhipathi_Mw-CM1042-26G/1235-24-ODU-1(RTNRF-1),Regal-CM0167-26G/1235-24-ODU-1(RTNRF-1),Colombo,Colombo,6.936389,6.93194,79.843889,79.8464,Orugodawatta,3.874541928254068,6.943741,79.87887,1487,3146,0.5648739823456975
CM1456,CM0260,Jetwing_City_Hotel_Indoor-CM1456-23G/1737-24-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/1737-24-ODU-1(RTNRF-1),Colombo,Colombo,6.916442,6.928056,79.890267,79.876111,Orugodawatta,2.4242603440734687,6.943741,79.87887,649,2308,2.0241319147206744
CM0624,CM0673,Kathireshan_Street-CM0624-26G/1293-23-ODU-1(RTNRF-1),Sea_Street_N-CM0673-26G/1293-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9417,6.94297,79.8548,79.8548,Orugodawatta,2.6644820984497963,6.943741,79.87887,762,2421,0.14044993431567648
CM0277,CM0421,Dematagoda__North-CM0277-26G/1226-23-ODU-1(RTNRF-1),Mahawela_Gardens-CM0421-26G/1226-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93469,6.93997,79.8784,79.8806,Orugodawatta,0.712405689274695,6.943741,79.87887,636,2295,0.6325093629607035
CM0053,CM0806,Kotikawatta-CM0053-26G/629-23-ODU-1(RTNRF-1),Mahabuthgamuwa-CM0806-26G/629-23-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.94004,79.914167,79.9081,Orugodawatta,3.6254812489406363,6.943741,79.87887,834,2493,0.8339215175113299
CM0749,CM0167,HSBC_HO_Ind-CM0749-26G/1242-23-ODU-1(RTNRF-1),Regal-CM0167-26G/1242-23-ODU-1(RTNRF-1),Colombo,Colombo,6.936389,6.93194,79.844722,79.8464,Orugodawatta,3.830288214813636,6.943741,79.87887,1092,2751,0.5258017838006461
CM0027,CM0490,Grandpass-CM0027-23G/1069-25-ODU-1(RTNRF-1),Port_Access_North-CM0490-23G/1069-25-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.95703,79.8699,79.8657,Orugodawatta,1.4977548112683803,6.943741,79.87887,1225,2884,1.2968632039393826
CM0053,CM1363,Kotikawatta_DBN(ANG/001)-CM0053-23G/1573-23-ODU-1(RTNRF-1),Wellampitiya_RT_Dialog(Relocation)-CM1363-23G/1573-23-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.937389,79.914167,79.896861,Orugodawatta,3.05215982056812,6.943741,79.87887,1390,3049,1.9232009592730157
GM0535,GM0027,Sinharamulla-GM0535-23G/818-24-ODU-1(RTNRF-1),Kelaniya-GM0027-23G/818-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.951111,6.95735,79.903889,79.9163,Orugodawatta,3.64031027935531,6.943741,79.87887,1095,2754,1.5352680171938373
CM0709,CM0393,Nawaloka_Ind-CM0709-26G/934-24-ODU-1(RTNRF-1),Vauxhall_St_North-CM0393-26G/934-24-ODU-1(RTNRF-1),Colombo,Colombo,6.920833,6.923056,79.853611,79.855,Orugodawatta,3.6303912958802034,6.943741,79.87887,1566,3225,0.28983057084565905
CM0824,CM0153,Dias_Place_South-CM0824-26G/890-23-ODU-1(RTNRF-1),Maliban-CM0153-26G/890-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93503,6.93566,79.8565,79.8528,Orugodawatta,2.833019087998785,6.943741,79.87887,757,2416,0.4147816960823297
CM0130,CM0559,Borella_YMBA-CM0130-26G/916-24-ODU-1(RTNRF-1),Horton_Place_West-CM0559-26G/916-24-ODU-1(RTNRF-1),Colombo,Colombo,6.913333,6.912222,79.877222,79.873889,Orugodawatta,3.443802217103055,6.943741,79.87887,575,2234,0.38829971560122273
CM0053,CM0806,Kotikawatta-CM0053-26G/629-24-ODU-1(RTNRF-1),Mahabuthgamuwa-CM0806-26G/629-24-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.94004,79.914167,79.9081,Orugodawatta,3.6254812489406363,6.943741,79.87887,835,2494,0.8339215175113299
CM0193,CM0053,Gothatuwa-CM0193-23G/1328-24-ODU-1(RTNRF-1),Kotikawatta-CM0053-23G/1328-24-ODU-1(RTNRF-1),Colombo,Colombo,6.922778,6.935556,79.913889,79.914167,Orugodawatta,4.206351241926716,6.943741,79.87887,1534,3193,1.4134585423038268
CM0770,CM0260,Asiri_Central_Ind-CM0770-23G/775-24-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/775-24-ODU-1(RTNRF-1),Colombo,Colombo,6.92044,6.928056,79.8659,79.876111,Orugodawatta,2.32434261201201,6.943741,79.87887,470,2129,1.4081158838643986
CM0666,CM1039,China_Street-CM0666-26G/1418-23-ODU-1(RTNRF-1),Main_Street_N-CM1039-26G/1418-23-ODU-1(RTNRF-1),Colombo,Colombo,6.939444,6.938417,79.852778,79.852889,Orugodawatta,2.9260353907205854,6.943741,79.87887,1554,3213,0.11423691664474485
CM1327,CM0169,CICT_Yard-CM1327-18G/1913-23-ODU-1(RTNRF-1),Seylan_Tower-CM0169-18G/1913-23-ODU-1(RTNRF-1),Colombo,Colombo,6.943333,6.91748,79.825833,79.847,Orugodawatta,4.917839452816062,6.943741,79.87887,1149,2808,3.6940853245715397
CM0197,CM0465,Hettiyawatta-CM0197-26G/1531-23-ODU-1(RTNRF-1),Ellie_Lane-CM0465-26G/1531-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9525,6.95958,79.858333,79.8625,Orugodawatta,2.4512277452858457,6.943741,79.87887,1242,2901,0.9083491545136435
GM0016,CM0463,Hekiththa-GM0016-26G/720-23-ODU-1(RTNRF-1),Farm_Rd-CM0463-26G/720-23-ODU-1(RTNRF-1),Gampaha,Colombo,6.986944,6.9741,79.88,79.8785,Orugodawatta,4.067849294522861,6.943741,79.87887,783,2442,1.4300646368418295
CM0770,CM0260,Asiri_Central_Ind-CM0770-23G/775-23-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/775-23-ODU-1(RTNRF-1),Colombo,Colombo,6.92044,6.928056,79.8659,79.876111,Orugodawatta,2.32434261201201,6.943741,79.87887,469,2128,1.4081158838643986
CM1021,CM0151,Liberty_South_Relocation-CM1021-26G/1271-23-ODU-1(RTNRF-1),Liberty Plaza-CM0151-26G/1271-23-ODU-1(RTNRF-1),Colombo,Colombo,6.909722,6.911667,79.853056,79.851111,Orugodawatta,4.7031155717195565,6.943741,79.87887,564,2223,0.30409273163537065
CM0131,CM0332,Colombo_7_NCC_Suntel-CM0131-23G/1277-24-ODU-1(RTNRF-1),Horton_Wijerama-CM0332-23G/1277-24-ODU-1(RTNRF-1),Colombo,Colombo,6.907222,6.910806,79.8675,79.869175,Orugodawatta,4.012987650015227,6.943741,79.87887,112,1771,0.4374534512794174
CM0426,CM0771,DBN_Office_Ind-CM0426-26G/807-23-ODU-1(RTNRF-1),Chamber_of_Comm_Ind-CM0771-26G/807-23-ODU-1(RTNRF-1),Colombo,Colombo,6.912778,6.918611,79.853611,79.85,Orugodawatta,4.3088429759380595,6.943741,79.87887,497,2156,0.7585357178834294
GM0027,GM0104,Kelaniya-GM0027-23G/895-24-ODU-1(RTNRF-1),Kelaniya_North-GM0104-23G/895-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95735,6.97251,79.9163,79.9172,Orugodawatta,4.797225298549894,6.943741,79.87887,225,1884,1.679500754918372
CM0027,CM0490,Grandpass-CM0027-23G/1069-24-ODU-1(RTNRF-1),Port_Access_North-CM0490-23G/1069-24-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.95703,79.8699,79.8657,Orugodawatta,1.4977548112683803,6.943741,79.87887,1224,2883,1.2968632039393826
CM0200,CM0233,Rotunda_Gardens-CM0200-26G/1215-23-ODU-1(RTNRF-1),Tourist_Board-CM0233-26G/1215-23-ODU-1(RTNRF-1),Colombo,Colombo,6.91656,6.91872,79.8482,79.8471,Orugodawatta,4.498406358701863,6.943741,79.87887,1634,3293,0.268029198555193
CM1094,CM0260,CPC_HO_IBS-CM1094-23G/1599-23-ODU-1(RTNRF-1),Kala traders-CM0260-23G/1599-23-ODU-1(RTNRF-1),Colombo,Colombo,6.938333,6.928056,79.877778,79.876111,Orugodawatta,1.1855938872437486,6.943741,79.87887,767,2426,1.151371578836447
GM0016,CM0463,Hekiththa-GM0016-26G/720-24-ODU-1(RTNRF-1),Farm_Rd-CM0463-26G/720-24-ODU-1(RTNRF-1),Gampaha,Colombo,6.986944,6.9741,79.88,79.8785,Orugodawatta,4.067849294522861,6.943741,79.87887,784,2443,1.4300646368418295
CM0019,GM0015,Ellie_House-CM0019-18G/1625-23-ODU-1(RTNRF-1),Handala-GM0015-18G/1625-23-ODU-1(RTNRF-1),Colombo,Gampaha,6.96351,6.9977,79.8636,79.886,Orugodawatta,4.101544735158785,6.943741,79.87887,1156,2815,4.5192114490175435
CM0050,CM0239,Kolonnawa-CM0050-18G/694-24-ODU-1(RTNRF-1),Kohilawatta-CM0239-18G/694-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.94503,79.8875,79.9145,Orugodawatta,2.4921304907925683,6.943741,79.87887,885,2544,3.232751346551396
CM0743,CM0685,Akbar_DAP-CM0743-23G/1721-23-ODU-1(RTNRF-1),Ballys_Colombo_IBS-CM0685-23G/1721-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9225,6.93194,79.860278,79.8508,Orugodawatta,3.160044812830758,6.943741,79.87887,199,1858,1.4788513577202942
CM0426,CM0768,Alwis_Place-CM0426-26G/1410-23-ODU-1(RTNRF-1),Sheraton_Colombo_Indoor-CM0768-26G/1410-23-ODU-1(RTNRF-1),Colombo,Colombo,6.912778,6.915833,79.853611,79.848056,Orugodawatta,4.494078934070779,6.943741,79.87887,1627,3286,0.7007376756326209
CM0761,CM0743,Empire_Ind-CM0761-26G/835-24-ODU-1(RTNRF-1),Akbar_Ind-CM0743-26G/835-24-ODU-1(RTNRF-1),Colombo,Colombo,6.919167,6.9225,79.8575,79.860278,Orugodawatta,3.360605328915417,6.943741,79.87887,37,1696,0.47970588879436993
CM0743,CM1038,Akbar_Ind-CM0743-26G/875-23-ODU-1(RTNRF-1),TB_Jaya_Mw-CM1038-26G/875-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9225,6.92553,79.860278,79.862,Orugodawatta,2.9323163106373893,6.943741,79.87887,1516,3175,0.3853569591319
CM0260,CM0290,Kala_Traders-CM0260-26G/644-23-ODU-1(RTNRF-1),Dematagoda_West-CM0290-26G/644-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.93147,79.876111,79.8746,Orugodawatta,1.5938778166203538,6.943741,79.87887,1013,2672,0.41283376595152826
CM0063,CM0464,Mattakkuliya-CM0063-26G/1176-23-ODU-1(RTNRF-1),Modara_St-CM0464-26G/1176-23-ODU-1(RTNRF-1),Colombo,Colombo,6.965278,6.97035,79.870278,79.8711,Orugodawatta,2.8115576741399173,6.943741,79.87887,535,2194,0.5682226787373219
CM0761,CM0871,Empire_Ind-CM0761-26G/834-23-ODU-1(RTNRF-1),Arts_Theatre_Ind-CM0871-26G/834-23-ODU-1(RTNRF-1),Colombo,Colombo,6.919167,6.910833,79.8575,79.863333,Orugodawatta,3.776452745933783,6.943741,79.87887,620,2279,1.1247271494820332
CM0709,CM0393,Nawaloka_Ind-CM0709-26G/934-23-ODU-1(RTNRF-1),Vauxhall_St_North-CM0393-26G/934-23-ODU-1(RTNRF-1),Colombo,Colombo,6.920833,6.923056,79.853611,79.855,Orugodawatta,3.6303912958802034,6.943741,79.87887,1565,3224,0.28983057084565905
CM1904,CM0116,Mandarina Colombo-CM1904-26G/1539-23-ODU-1(RTNRF-1),Unity Plaza DAP-CM0116-26G/1539-23-ODU-1(RTNRF-1),Colombo,Colombo,6.96,6.89349,79.853611,79.8552,Orugodawatta,3.2927544326319356,6.943741,79.87887,935,2594,7.357465221821494
CM0148,CM0491,Kotahena-CM0148-26G/774-23-ODU-1(RTNRF-1),Sugathadasa_North-CM0491-26G/774-23-ODU-1(RTNRF-1),Colombo,Colombo,6.95016,6.95158,79.8641,79.8722,Orugodawatta,1.4230070131195245,6.943741,79.87887,1367,3026,0.9087757223216222
CM0260,CM0072,Kala_Traders-CM0260-18G/1181-23-ODU-1(RTNRF-1),Nawala-CM0072-18G/1181-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.889722,79.876111,79.888889,Orugodawatta,3.875117896134105,6.943741,79.87887,1016,2675,4.468390372789197
CM0231,CM0174,Bullers_Rd-CM0231-23G/1314-24-ODU-1(RTNRF-1),Thursten-CM0174-23G/1314-24-ODU-1(RTNRF-1),Colombo,Colombo,6.902222,6.903611,79.868333,79.8575,Orugodawatta,4.846836595130841,6.943741,79.87887,1288,2947,1.2070545277396305
CM0050,CM1054,Kolonnawa-CM0050-18G/1446-23-ODU-1(RTNRF-1),Stace_Rd_Reloc-CM1054-18G/1446-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.945556,79.8875,79.874444,Orugodawatta,0.506803964686611,6.943741,79.87887,1048,2707,1.9436361897372976
CM0260,CM0136,Kala_Traders-CM0260-23G/1577-23-ODU-1(RTNRF-1),Dematagoda-CM0136-23G/1577-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.92387,79.876111,79.8774,Orugodawatta,1.979915048635714,6.943741,79.87887,732,2391,0.48435294853689
CM0260,CM1041,Kala_Traders_Dialog-CM0260-26G/786-23-ODU-1(RTNRF-1),Sri_Dhamm_Mw_North-CM1041-26G/786-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.928889,79.876111,79.875,Orugodawatta,1.727821911698905,6.943741,79.87887,946,2605,0.15349613347381824
CM0633,CM0050,Kolonnawa_Town-CM0633-26G/690-23-ODU-1(RTNRF-1),Kolonnawa-CM0050-26G/690-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93295,6.93378,79.8938,79.8875,Orugodawatta,1.735343683982703,6.943741,79.87887,501,2160,0.7022429547264823
CM0517,CM0209,Mahawatta_Road-CM0517-26G/1184-23-ODU-1(RTNRF-1),Kotahena_North-CM0209-26G/1184-23-ODU-1(RTNRF-1),Colombo,Colombo,6.95895,6.96009,79.8709,79.8682,Orugodawatta,2.0262751727387567,6.943741,79.87887,208,1867,0.32390552275911627
CM1279,CM0396,Maharaja HO-CM1279-26G/1227-23-ODU-1(RTNRF-1),SLTA-CM0396-26G/1227-23-ODU-1(RTNRF-1),Colombo,Colombo,6.919167,6.910556,79.856944,79.859167,Orugodawatta,3.935920989657288,6.943741,79.87887,167,1826,0.9834732051321361
CM0053,CM0369,Kotikawatta-CM0053-23G/1330-23-ODU-1(RTNRF-1),Kotikawatta_West-CM0369-23G/1330-23-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.92818,79.914167,79.9083,Orugodawatta,3.80989645701259,6.943741,79.87887,753,2412,1.0420046245687835
CM0262,CM1381,Dharmapala_Mawatha_Dialog-CM0262-26G/1441-23-ODU-1(RTNRF-1),Hydepark_Reloc-CM1381-26G/1441-23-ODU-1(RTNRF-1),Colombo,Colombo,6.916944,6.918833,79.863333,79.860094,Orugodawatta,3.4305803821166645,6.943741,79.87887,1584,3243,0.41445633420637196
CM0239,CM0366,Kohilawatta-CM0239-23G/761-23-ODU-1(RTNRF-1),Kelanimulla-CM0366-23G/761-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94503,6.94393,79.9145,79.9273,Orugodawatta,4.64538364863353,6.943741,79.87887,949,2608,1.4197267251460366
CM1326,CM0169,CICT_Office_IBS-CM1326-18G/1495-23-ODU-1(RTNRF-1),Seylan_Tower-CM0169-18G/1495-23-ODU-1(RTNRF-1),Colombo,Colombo,6.942222,6.91748,79.837778,79.847,Orugodawatta,4.314247513651136,6.943741,79.87887,1389,3048,2.9198613774298314
GM0045,GM0280,Thorana_Jn-GM0045-23G/691-23-ODU-1(RTNRF-1),Peliyagoda_East-GM0280-23G/691-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.968,6.96812,79.9058,79.8924,Orugodawatta,3.4972467862357903,6.943741,79.87887,722,2381,1.480795882784413
CM0260,CM0229,Kala_Traders-CM0260-18G/1238-23-ODU-1(RTNRF-1),Sedawatta-CM0229-18G/1238-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.95087,79.876111,79.8903,Orugodawatta,0.6733328292868114,6.943741,79.87887,1307,2966,2.9705666644010784
CM0193,CM0969,Gothatuwa-CM0193-26G/771-23-ODU-1(RTNRF-1),Elhena_Mawatha_Mobitel-CM0969-26G/771-23-ODU-1(RTNRF-1),Colombo,Colombo,6.922778,6.92013,79.913889,79.9111,Orugodawatta,4.458994836792193,6.943741,79.87887,631,2290,0.42515680130047023
CM0590,GM0016,Jubilee_Mw-CM0590-23G/760-24-ODU-1(RTNRF-1),Hekiththa-GM0016-23G/760-24-ODU-1(RTNRF-1),Colombo,Gampaha,6.96912,6.986944,79.8788,79.88,Orugodawatta,3.792714008210768,6.943741,79.87887,912,2571,1.9756230110851436
CM0185,CM0174,Bloomfield-CM0185-23G/902-23-ODU-1(RTNRF-1),Thursten-CM0174-23G/902-23-ODU-1(RTNRF-1),Colombo,Colombo,6.903333,6.903611,79.864167,79.8575,Orugodawatta,4.87909681814436,6.943741,79.87887,104,1763,0.7374631085167525
CM0830,GM0040,Henamulla_Lane_Grandpass_North-CM0830-26G/549-23-ODU-1(RTNRF-1),Peliyagoda DBN-GM0040-26G/549-23-ODU-1(RTNRF-1),Colombo,Gampaha,6.96294,6.96324,79.8749,79.8831,Orugodawatta,2.139864794638349,6.943741,79.87887,588,2247,0.9067389957834069
CM0053,CM0797,Kotikawatta_DBN-CM0053-26G/596-23-ODU-1(RTNRF-1),Kotikawatta_South-CM0797-26G/596-23-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.92975,79.914167,79.9198,Orugodawatta,4.386779119472173,6.943741,79.87887,1121,2780,0.8943119855348125
CM0161,CM0163,Pettah-CM0161-23G/1320-23-ODU-1(RTNRF-1),Rangala_SLN-CM0163-23G/1320-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94135,6.938611,79.8591,79.848611,Orugodawatta,2.795431432102369,6.943741,79.87887,1207,2866,1.1980565369087484
CM0148,CM0276,Kotahena-CM0148-26G/831-24-ODU-1(RTNRF-1),Gunananda_Mw-CM0276-26G/831-24-ODU-1(RTNRF-1),Colombo,Colombo,6.95016,6.953333,79.8641,79.861389,Orugodawatta,1.989797882005971,6.943741,79.87887,1394,3053,0.46139307846823074
CM0260,CM0095,Kala traders-CM0260-23G/1630-23-ODU-1(RTNRF-1),Punchiborella-CM0095-23G/1630-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.919167,79.876111,79.873611,Orugodawatta,2.26978853038047,6.943741,79.87887,755,2414,1.021124969903326
CM0426,CM0771,DBN_Office_Ind-CM0426-26G/807-24-ODU-1(RTNRF-1),Chamber_of_Comm_Ind-CM0771-26G/807-24-ODU-1(RTNRF-1),Colombo,Colombo,6.912778,6.918611,79.853611,79.85,Orugodawatta,4.3088429759380595,6.943741,79.87887,498,2157,0.7585357178834294
CM0785,CM0162,Fairmount_Ind-CM0785-23G/1458-24-ODU-1(RTNRF-1),Rajagiriya-CM0162-23G/1458-24-ODU-1(RTNRF-1),Colombo,Colombo,6.91465,6.91103,79.9049,79.8902,Orugodawatta,3.992482323847766,6.943741,79.87887,782,2441,1.6731788966970664
CM0595,CM0518,MAYFIELD_LANE-CM0595-23G/1746-HY-23-ODU-1(RTNRF-1),KELNITISA_NTH-CM0518-23G/1746-HY-23-ODU-1(RTNRF-1),Colombo,Colombo,6.95366,6.95374,79.8645,79.8743,Orugodawatta,1.5192721799105258,6.943741,79.87887,785,2444,1.0829956891466241
CM0231,CM0174,Bullers_Rd-CM0231-23G/1314-23-ODU-1(RTNRF-1),Thursten-CM0174-23G/1314-23-ODU-1(RTNRF-1),Colombo,Colombo,6.902222,6.903611,79.868333,79.8575,Orugodawatta,4.846836595130841,6.943741,79.87887,1287,2946,1.2070545277396305
CM0013,CM0591,Dam_St_North-CM0013-26G/795-23-ODU-1(RTNRF-1),Pettah_South-CM0591-26G/795-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93833,6.93928,79.8577,79.8606,Orugodawatta,2.2465648460586114,6.943741,79.87887,1341,3000,0.3372591951854687
CM0260,CM0764,Kala_Traders-CM0260-23G/866-24-ODU-1(RTNRF-1),Hedges_Court_Ind-CM0764-23G/866-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.92161,79.876111,79.8649,Orugodawatta,2.28624569069418,6.943741,79.87887,195,1854,1.4294045385532153
CM0027,CM0319,Grandpass-CM0027-26G/910-23-ODU-1(RTNRF-1),Sugathadasa_West-CM0319-26G/910-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.94859,79.8699,79.8671,Orugodawatta,1.2129379386934998,6.943741,79.87887,1009,2668,0.4156841943082029
CM0260,CM0777,Kala_Traders-CM0260-26G/1267-24-ODU-1(RTNRF-1),National_Hospita_Ind-CM0777-26G/1267-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.91882,79.876111,79.8679,Orugodawatta,2.370006127033419,6.943741,79.87887,1298,2957,1.3662729263366917
CM0624,CM0161,Kathirasen_St-CM0624-26G/1251-23-ODU-1(RTNRF-1),Pettah-CM0161-26G/1251-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9417,6.94135,79.8548,79.8591,Orugodawatta,2.4347151324054375,6.943741,79.87887,94,1753,0.47676218076253374
GM0091,GM0027,Pethiyagoda-GM0091-23G/1461-23-ODU-1(RTNRF-1),Kelaniya-GM0027-23G/1461-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95798,6.95735,79.8963,79.9163,Orugodawatta,3.39990535709864,6.943741,79.87887,21,1680,2.211200986185806
CM0912,CM0860,Kotawila_Rd-CM0912-26G/563-23-ODU-1(RTNRF-1),Wennawatta_South-CM0860-26G/563-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94689,6.943,79.8986,79.8968,Orugodawatta,2.0851263301984484,6.943741,79.87887,901,2560,0.4739583965701712
CM0050,CM0348,Kolonnawa-CM0050-26G/1177-24-ODU-1(RTNRF-1),Salamulla-CM0348-26G/1177-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.929167,79.8875,79.894444,Orugodawatta,1.9050359344429535,6.943741,79.87887,1497,3156,0.9214904048230863
CM0302,CM0027,Cyril_C_Perera_Mw-CM0302-26G/838-24-ODU-1(RTNRF-1),Grandpass-CM0027-26G/838-24-ODU-1(RTNRF-1),Colombo,Colombo,6.94584,6.94608,79.8651,79.8699,Orugodawatta,1.2802176613204241,6.943741,79.87887,70,1729,0.5311014688298207
CM0059,CM0829,Maligakanda-CM0059-26G/1404-23-ODU-1(RTNRF-1),Symonds_Road_Lanka_Bell-CM0829-26G/1404-23-ODU-1(RTNRF-1),Colombo,Colombo,6.925,6.925278,79.8672,79.865,Orugodawatta,2.494720280394628,6.943741,79.87887,1266,2925,0.2450641484646414
CM0050,CM0903,Kolonnawa-CM0050-23G/862-24-ODU-1(RTNRF-1),Uswatta_Rd-CM0903-23G/862-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.95125,79.8875,79.8949,Orugodawatta,1.369299456781166,6.943741,79.87887,619,2278,2.097957200180166
CM0389,CM0161,Hemson_Ind-CM0389-23G/1483-24-ODU-1(RTNRF-1),Pettah-CM0161-23G/1483-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93523,6.94135,79.8454,79.8591,Orugodawatta,3.0028818993757915,6.943741,79.87887,369,2028,1.6583787074466134
CM0260,CM0777,Kala_Traders-CM0260-26G/1267-23-ODU-1(RTNRF-1),National_Hospita_Ind-CM0777-26G/1267-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.91882,79.876111,79.8679,Orugodawatta,2.370006127033419,6.943741,79.87887,1297,2956,1.3662729263366917
CM0260,CM0229,Kala_Traders-CM0260-18G/1238-24-ODU-1(RTNRF-1),Sedawatta-CM0229-18G/1238-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.95087,79.876111,79.8903,Orugodawatta,0.6733328292868114,6.943741,79.87887,1308,2967,2.9705666644010784
CM0063,CM0464,Mattakkuliya-CM0063-26G/1176-24-ODU-1(RTNRF-1),Modara_St-CM0464-26G/1176-24-ODU-1(RTNRF-1),Colombo,Colombo,6.965278,6.97035,79.870278,79.8711,Orugodawatta,2.8115576741399173,6.943741,79.87887,536,2195,0.5682226787373219
CM0785,CM0162,Fairmount_Ind-CM0785-23G/1458-23-ODU-1(RTNRF-1),Rajagiriya-CM0162-23G/1458-23-ODU-1(RTNRF-1),Colombo,Colombo,6.91465,6.91103,79.9049,79.8902,Orugodawatta,3.992482323847766,6.943741,79.87887,781,2440,1.6731788966970664
GM0045,GM0123,Thorana_Jn-GM0045-23G/1343-23-ODU-1(RTNRF-1),Iriyawetiya-GM0123-23G/1343-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.968,6.98066,79.9058,79.9158,Orugodawatta,4.888092851933888,6.943741,79.87887,92,1751,1.783611479414513
CM1267,CM0260,House_Of_Fashion_Ind-CM1267-23G/1500-23-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/1500-23-ODU-1(RTNRF-1),Colombo,Colombo,6.910278,6.928056,79.877778,79.876111,Orugodawatta,2.7259675698322137,6.943741,79.87887,196,1855,1.9746884288969908
CM1456,CM0260,Jetwing_City_Hotel_Indoor-CM1456-23G/1737-23-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/1737-23-ODU-1(RTNRF-1),Colombo,Colombo,6.916442,6.928056,79.890267,79.876111,Orugodawatta,2.4242603440734687,6.943741,79.87887,648,2307,2.0241319147206744
CM0555,CM0074,Castle_Street_W-CM0555-23G/1579-23-ODU-1(RTNRF-1),Nawala_Town-CM0074-23G/1579-23-ODU-1(RTNRF-1),Colombo,Colombo,6.911111,6.889444,79.885,79.8875,Orugodawatta,4.875349470302806,6.943741,79.87887,1000,2659,2.4120371024549048
