cell_tower_id1,cell_tower_id2,source1_name,source2_name,district1,district2,latitude1,latitude2,longitude1,longitude2,nearest_precip_station,distance,nearest_precip_lat,nearest_precip_long,id_1,id_2,PathLength
GM0602,GM0163,KIRBTGDA_SCHM-GM0602-26G/1553-HY-23-ODU-1(RTNRF-1),KIRBTGDA_TWN-GM0163-26G/1553-HY-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.985,6.98207,79.925,79.93,Ibattara 2,8.371363231341755,6.908296,79.91918,173,1832,0.640505373409331
CM0034,CM0115,Jubilee_Post-CM0034-23G/722-23-ODU-1(RTNRF-1),Udahamulla-CM0115-23G/722-23-ODU-1(RTNRF-1),Colombo,Colombo,6.87621,6.86741,79.9001,79.9103,Ibattara 2,4.320702698426322,6.908296,79.91918,557,2216,1.4893076372840375
CM0207,CM0074,Asiri_Surgical_Out-CM0207-18G/713-24-ODU-1(RTNRF-1),Nawala_Town-CM0074-18G/713-24-ODU-1(RTNRF-1),Colombo,Colombo,6.895,6.889444,79.882222,79.8875,Ibattara 2,4.188787497485022,6.908296,79.91918,219,1878,0.8472342112571412
CM0046,CM0084,Kirulapana-CM0046-26G/913-26-ODU-1(RTNRF-1),Pamankada-CM0084-26G/913-26-ODU-1(RTNRF-1),Colombo,Colombo,6.878889,6.876667,79.874722,79.866111,Ibattara 2,6.358906573644501,6.908296,79.91918,123,1782,0.9829315587294583
CM0140,CM0321,Havelock-CM0140-26G/911-23-ODU-1(RTNRF-1),Thimbirigasyay_North-CM0321-26G/911-23-ODU-1(RTNRF-1),Colombo,Colombo,6.884444,6.89,79.8675,79.869167,Ibattara 2,6.083624607930322,6.908296,79.91918,295,1954,0.6414670132710415
CM0125,CM0146,Attidiya-CM0125-23G/1305-23-ODU-1(RTNRF-1),Kawdana-CM0146-23G/1305-23-ODU-1(RTNRF-1),Colombo,Colombo,6.838611,6.84618,79.883889,79.8714,Ibattara 2,8.613277664738456,6.908296,79.91918,1444,3103,1.6143905989335894
CM0523,CM0173,Kassapa_Road-CM0523-26G/915-24-ODU-1(RTNRF-1),Thummulla-CM0173-26G/915-24-ODU-1(RTNRF-1),Colombo,Colombo,6.893889,6.894722,79.864444,79.861111,Ibattara 2,6.422653867216382,6.908296,79.91918,1313,2972,0.3797072191949652
CM0573,CM0432,Pepiliyana_Town-CM0573-26G/845-23-ODU-1(RTNRF-1),Rattanapitiya-CM0432-26G/845-23-ODU-1(RTNRF-1),Colombo,Colombo,6.852778,6.848611,79.894444,79.8975,Ibattara 2,6.86719137592676,6.908296,79.91918,1587,3246,0.5713652728278029
CM0926,CM1413,Mangala Rd-CM0926-23G/1731-24-ODU-1(RTNRF-1),Prathibimba_Re-CM1413-23G/1731-24-ODU-1(RTNRF-1),Colombo,Colombo,6.85942,6.859722,79.8796,79.873889,Ibattara 2,7.143722807807565,6.908296,79.91918,1197,2856,0.6321079118751995
CM0311,CM0114,Jawatta_Garden-CM0311-26G/717-24-ODU-1(RTNRF-1),Torinton-CM0114-26G/717-24-ODU-1(RTNRF-1),Colombo,Colombo,6.899167,6.899444,79.864444,79.871667,Ibattara 2,5.736975632707922,6.908296,79.91918,1471,3130,0.7988644023766738
CM0565,CM0079,Poorwarama-CM0565-26G/1305-23-ODU-1(RTNRF-1),Nugegoda_North-CM0079-26G/1305-23-ODU-1(RTNRF-1),Colombo,Colombo,6.877778,6.880833,79.882222,79.890833,Ibattara 2,4.827212382501013,6.908296,79.91918,1620,3279,1.0099056561954818
CM0079,CM0637,Nugegoda_North-CM0079-26G/1153-23-ODU-1(RTNRF-1),Pagoda_West-CM0637-26G/1153-23-ODU-1(RTNRF-1),Colombo,Colombo,6.880833,6.879444,79.890833,79.887778,Ibattara 2,4.538508720650534,6.908296,79.91918,1644,3303,0.370947904771545
CM0127,CM1131,Battaramulla-CM0127-23G/828-23-ODU-1(RTNRF-1),Buthgamuwa_Rd_Reloc-CM1131-23G/828-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.913889,79.9149,79.91,Ibattara 2,0.7667235060774986,6.908296,79.91918,1101,2760,1.0202797454045018
CM0964,CM0150,Kollupitiya_South-CM0964-26G/869-23-ODU-1(RTNRF-1),Landmark-CM0150-26G/869-23-ODU-1(RTNRF-1),Colombo,Colombo,6.898333,6.903611,79.853333,79.8525,Ibattara 2,7.3679320941403725,6.908296,79.91918,600,2259,0.5909111413775826
GM0167,GM0576,Biyagama_EPZ-GM0167-26G/1268-23-ODU-1(RTNRF-1),MAS_Intimo_Biyagama_IBS-GM0576-26G/1268-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.953889,6.959444,80.007778,79.949167,Ibattara 2,8.458729636354407,6.908296,79.91918,1353,3012,6.505900787304113
CM0039,CM0004,Kalubowila_N-CM0039-26G/1357-23-ODU-1(RTNRF-1),Balapokuna-CM0004-26G/1357-23-ODU-1(RTNRF-1),Colombo,Colombo,6.872222,6.874722,79.875278,79.881111,Ibattara 2,5.94561199072468,6.908296,79.91918,73,1732,0.701473262738126
CM0345,CM0002,Korathota-CM0345-23G/908-24-ODU-1(RTNRF-1),Athurugiriya-CM0002-23G/908-24-ODU-1(RTNRF-1),Colombo,Colombo,6.90931,6.893889,79.9973,80.005556,Ibattara 2,9.119955758042277,6.908296,79.91918,256,1915,1.9341607413507282
CM0484,CM0072,Kirimandala_Mw_East-CM0484-26G/669-23-ODU-1(RTNRF-1),Nawala-CM0072-26G/669-23-ODU-1(RTNRF-1),Colombo,Colombo,6.893889,6.889722,79.883889,79.888889,Ibattara 2,4.05700915925238,6.908296,79.91918,670,2329,0.7195368951361107
CM0608,CM0565,Balapokuna_East-CM0608-26G/1161-23-ODU-1(RTNRF-1),Poorwarama-CM0565-26G/1161-23-ODU-1(RTNRF-1),Colombo,Colombo,6.874722,6.877778,79.887222,79.882222,Ibattara 2,5.202210673023969,6.908296,79.91918,1491,3150,0.6477721003284939
GM0009,GM0071,Enderamulla-GM0009-23G/1517-24-ODU-1(RTNRF-1),Hunupitiya_N-GM0071-23G/1517-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99205,7.003056,79.9128,79.911667,Ibattara 2,9.90078365210183,6.908296,79.91918,294,1953,1.2235832628377281
CM0127,CM0067,Battaramulla-CM0127-18G/1231-23-ODU-1(RTNRF-1),Mirihana_RT-CM0067-18G/1231-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.87192,79.9149,79.9051,Ibattara 2,2.363354257507127,6.908296,79.91918,952,2611,3.928900585150344
CM0120,CM1077,Wellawatta_North_Dialog-CM0120-23G/1555-23-ODU-1(RTNRF-1),Omega_Hotel_Suntel(Wellawatta Temp)(COL/031)-CM1077-23G/1555-23-ODU-1(RTNRF-1),Colombo,Colombo,6.878333,6.869167,79.862222,79.862222,Ibattara 2,7.363648685438746,6.908296,79.91918,1600,3259,1.013669608084628
CM0156,CM0338,Mt_Lavinia-CM0156-26G/1207-23-ODU-1(RTNRF-1),Watarappola-CM0338-26G/1207-23-ODU-1(RTNRF-1),Colombo,Colombo,6.84257,6.83911,79.8669,79.8708,Ibattara 2,9.305630767241148,6.908296,79.91918,723,2382,0.5764033323188705
CM0140,CM0321,Havelock-CM0140-26G/911-24-ODU-1(RTNRF-1),Thimbirigasyay_North-CM0321-26G/911-24-ODU-1(RTNRF-1),Colombo,Colombo,6.884444,6.89,79.8675,79.869167,Ibattara 2,6.083624607930322,6.908296,79.91918,296,1955,0.6414670132710415
CM0566,CM0046,Kirulapana_North-CM0566-26G/917-24-ODU-1(RTNRF-1),Kirulapana-CM0046-26G/917-24-ODU-1(RTNRF-1),Colombo,Colombo,6.882222,6.878889,79.876944,79.874722,Ibattara 2,5.688798793198348,6.908296,79.91918,1293,2952,0.4429159508441218
CM0125,CM0146,Attidiya-CM0125-23G/1305-24-ODU-1(RTNRF-1),Kawdana-CM0146-23G/1305-24-ODU-1(RTNRF-1),Colombo,Colombo,6.838611,6.84618,79.883889,79.8714,Ibattara 2,8.613277664738456,6.908296,79.91918,1445,3104,1.6143905989335894
CM0007,CM0431,Boralesgamuwa-CM0007-26G/1170-24-ODU-1(RTNRF-1),Wattegedara-CM0431-26G/1170-24-ODU-1(RTNRF-1),Colombo,Colombo,6.84164,6.84736,79.9095,79.9169,Ibattara 2,7.086102613906139,6.908296,79.91918,871,2530,1.0340041134416107
CM0204,CM0127,Kalapaluwawa-CM0204-26G/1165-23-ODU-1(RTNRF-1),Battaramulla-CM0127-26G/1165-23-ODU-1(RTNRF-1),Colombo,Colombo,6.915278,6.90607,79.916389,79.9149,Ibattara 2,0.470989322458143,6.908296,79.91918,1281,2940,1.0315264890379994
CM0410,CM0322,De_Fonseka_Rd-CM0410-26G/1261-23-ODU-1(RTNRF-1),Thummulla_South-CM0322-26G/1261-23-ODU-1(RTNRF-1),Colombo,Colombo,6.89,6.891667,79.861667,79.863056,Ibattara 2,6.569753429991546,6.908296,79.91918,435,2094,0.23990144526159907
CM0608,CM0565,Balapokuna_East-CM0608-26G/1161-24-ODU-1(RTNRF-1),Poorwarama-CM0565-26G/1161-24-ODU-1(RTNRF-1),Colombo,Colombo,6.874722,6.877778,79.887222,79.882222,Ibattara 2,5.202210673023969,6.908296,79.91918,1492,3151,0.6477721003284939
CM0707,CM0378,Majestic_Ind-CM0707-26G/832-24-ODU-1(RTNRF-1),Jaya_Rd-CM0378-26G/832-24-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.88709,79.855,79.8562,Ibattara 2,7.293364994942114,6.908296,79.91918,881,2540,0.7938048318165666
CM0073,CM0934,NAWALA_NORTH-CM0073-26G/1534-HY-23-ODU-1(RTNRF-1),NAWALA_SCL_LN-CM0934-26G/1534-HY-23-ODU-1(RTNRF-1),Colombo,Colombo,6.895278,6.895,79.889167,79.898333,Ibattara 2,3.164793036363048,6.908296,79.91918,247,1906,1.013490021751299
CM0345,CM0002,Korathota-CM0345-23G/908-23-ODU-1(RTNRF-1),Athurugiriya-CM0002-23G/908-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90931,6.893889,79.9973,80.005556,Ibattara 2,9.119955758042277,6.908296,79.91918,255,1914,1.9341607413507282
CM0345,CM0864,Korathota-CM0345-23G/596-23-ODU-1(RTNRF-1),Alubogahalanda_North-CM0864-23G/596-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90931,6.907222,79.9973,79.975556,Ibattara 2,7.432025060642099,6.908296,79.91918,1124,2783,2.4141430864837266
CM0015,CM0115,Delkanda_RT-CM0015-23G/1301-23-ODU-1(RTNRF-1),Udahamulla-CM0115-23G/1301-23-ODU-1(RTNRF-1),Colombo,Colombo,6.868611,6.86741,79.8975,79.9103,Ibattara 2,4.764513553192781,6.908296,79.91918,456,2115,1.4209535238935462
CM0801,CM0127,Gothatuwa_South-CM0801-26G/561-24-ODU-1(RTNRF-1),Battaramulla-CM0127-26G/561-24-ODU-1(RTNRF-1),Colombo,Colombo,6.9172,6.90607,79.9133,79.9149,Ibattara 2,0.671974090708602,6.908296,79.91918,9,1668,1.243507071519775
CM0232,CM0154,Dhammarama_Rd-CM0232-26G/1283-24-ODU-1(RTNRF-1),Meewella-CM0154-26G/1283-24-ODU-1(RTNRF-1),Colombo,Colombo,6.880833,6.884444,79.863056,79.858611,Ibattara 2,7.0451070435566345,6.908296,79.91918,402,2061,0.6331055036085173
CM0127,CM1131,Battaramulla-CM0127-23G/828-24-ODU-1(RTNRF-1),Buthgamuwa_Rd_Reloc-CM1131-23G/828-24-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.913889,79.9149,79.91,Ibattara 2,0.7667235060774986,6.908296,79.91918,1102,2761,1.0202797454045018
CM0345,CM0864,Korathota-CM0345-23G/596-24-ODU-1(RTNRF-1),Alubogahalanda_North-CM0864-23G/596-24-ODU-1(RTNRF-1),Colombo,Colombo,6.90931,6.907222,79.9973,79.975556,Ibattara 2,7.432025060642099,6.908296,79.91918,1125,2784,2.4141430864837266
CM0524,CM0158,Thimbirigasyaya_Place-CM0524-23G/1560-23-ODU-1(RTNRF-1),Narahenpita-CM0158-23G/1560-23-ODU-1(RTNRF-1),Colombo,Colombo,6.898333,6.89684,79.875278,79.8767,Ibattara 2,4.918116311651192,6.908296,79.91918,1623,3282,0.22794834284453908
CM0438,CM0638,Heenetikumbura-CM0438-23G/595-23-ODU-1(RTNRF-1),Welivita_West-CM0638-23G/595-23-ODU-1(RTNRF-1),Colombo,Colombo,6.91367,6.92117,79.9318,79.9469,Ibattara 2,2.4468386465225826,6.908296,79.91918,381,2040,1.8635294601799235
CM0127,CM1371,BATTARAMULLA -CM0127-26G/1481-23-ODU-1(RTNRF-1),BATTARAMULLA _NORTH_RELO-CM1371-26G/1481-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.905278,79.9149,79.923889,Ibattara 2,0.29093526538608017,6.908296,79.91918,923,2582,0.9972933017023566
CM0707,CM0378,Majestic_Ind-CM0707-26G/832-23-ODU-1(RTNRF-1),Jaya_Rd-CM0378-26G/832-23-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.88709,79.855,79.8562,Ibattara 2,7.293364994942114,6.908296,79.91918,880,2539,0.7938048318165666
GM0167,GM0576,Biyagama_EPZ-GM0167-26G/1268-24-ODU-1(RTNRF-1),MAS_Intimo_Biyagama_IBS-GM0576-26G/1268-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.953889,6.959444,80.007778,79.949167,Ibattara 2,8.458729636354407,6.908296,79.91918,1354,3013,6.505900787304113
GM0251,GM0009,Enderamulla_West-GM0251-26G/494-24-ODU-1(RTNRF-1),Enderamulla-GM0009-26G/494-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99383,6.99205,79.9062,79.9128,Ibattara 2,9.421747428561408,6.908296,79.91918,833,2492,0.755380026125147
GM0005,GM0475,Biyagama-GM0005-26G/1253-23-ODU-1(RTNRF-1),MAS_Silueta_Biya_Ind-GM0475-26G/1253-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.96481,6.961111,80.0093,79.951667,Ibattara 2,9.079793733999963,6.908296,79.91918,1119,2778,6.3817965213218875
GM0251,GM0009,Enderamulla_West-GM0251-26G/494-23-ODU-1(RTNRF-1),Enderamulla-GM0009-26G/494-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99383,6.99205,79.9062,79.9128,Ibattara 2,9.421747428561408,6.908296,79.91918,832,2491,0.755380026125147
CM0513,CM0875,Kalalgoda Dialog-CM0513-23G/718-23-ODU-1(RTNRF-1),Pamunuwa Relocat-CM0875-23G/718-23-ODU-1(RTNRF-1),Colombo,Colombo,6.86664,6.858056,79.9451,79.926944,Kottawa North Dharmapala School,2.475045860413762,6.865576,79.958181,730,2389,2.219946027723643
CM0056,CM0409,Maharagama-CM0056-18G/970-24-ODU-1(RTNRF-1),Pelanwatta-CM0409-18G/970-24-ODU-1(RTNRF-1),Colombo,Colombo,6.83946,6.826944,79.9271,79.953056,Kottawa North Dharmapala School,4.101445887061649,6.865576,79.958181,18,1677,3.1854565867449054
CM1119,CM0017,Kalalgoda_Reloc-CM1119-23G/1475-24-ODU-1(RTNRF-1),Depanama-CM0017-23G/1475-24-ODU-1(RTNRF-1),Colombo,Colombo,6.86845,6.85811,79.9419,79.9427,Kottawa North Dharmapala School,1.7735465879939483,6.865576,79.958181,626,2285,1.1469155048299973
CM0424,CM1270,Malabe_South-CM0424-18G/1484-23-ODU-1(RTNRF-1),SAITM_Hospital_Ind-CM1270-18G/1484-23-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.92421,79.96,79.9628,Kottawa North Dharmapala School,4.836220579964332,6.865576,79.958181,1165,2824,3.336845148504469
CM0558,CM0424,Hokandara_South-CM0558-18G/1251-24-ODU-1(RTNRF-1),Pothuarawa-CM0424-18G/1251-24-ODU-1(RTNRF-1),Colombo,Colombo,6.86835,6.894167,79.9623,79.96,Kottawa North Dharmapala School,1.7651015149997966,6.865576,79.958181,780,2439,2.8664016728863757
CM0184,CM0424,Athurugiriya_Town-CM0184-18G/1236-24-ODU-1(RTNRF-1),Malabe_South-CM0424-18G/1236-24-ODU-1(RTNRF-1),Colombo,Colombo,6.877778,6.894167,79.989722,79.96,Kottawa North Dharmapala School,2.9131807709322564,6.865576,79.958181,189,1848,3.751771267200921
CM0236,CM0424,Arangala-CM0236-23G/721-23-ODU-1(RTNRF-1),Malabe_South-CM0424-23G/721-23-ODU-1(RTNRF-1),Colombo,Colombo,6.888333,6.894167,79.963611,79.96,Kottawa North Dharmapala School,2.8674132226683122,6.865576,79.958181,216,1875,0.7586399799647607
CM0634,CM0115,Thalapathpitiya_East-CM0634-23G/1720-23-ODU-1(RTNRF-1),Udahamulla-CM0115-23G/1720-23-ODU-1(RTNRF-1),Colombo,Colombo,6.86711,6.86741,79.9272,79.9103,Kottawa North Dharmapala School,4.362141748577324,6.865576,79.958181,1628,3287,1.868186636635699
CM0914,CM0424,AKUREGODA_EAST-CM0914-23G/1622-23-ODU-1(RTNRF-1),MALABE_SOUTH-CM0424-23G/1622-23-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.894167,79.944722,79.96,Kottawa North Dharmapala School,3.2266514054738686,6.865576,79.958181,229,1888,1.688523475711854
CM0017,CM0087,Depanama-CM0017-26G/927-24-ODU-1(RTNRF-1),Pannipitiya-CM0087-26G/927-24-ODU-1(RTNRF-1),Colombo,Colombo,6.85811,6.84139,79.9427,79.9508,Kottawa North Dharmapala School,2.1585879472587663,6.865576,79.958181,357,2016,2.054409239878759
CM1119,CM0017,Kalalgoda_Reloc-CM1119-23G/1475-23-ODU-1(RTNRF-1),Depanama-CM0017-23G/1475-23-ODU-1(RTNRF-1),Colombo,Colombo,6.86845,6.85811,79.9419,79.9427,Kottawa North Dharmapala School,1.7735465879939483,6.865576,79.958181,625,2284,1.1469155048299973
CM0424,CM0422,Malabe_South-CM0424-23G/1499-23-ODU-1(RTNRF-1),Thalangama_West-CM0422-23G/1499-23-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.89609,79.96,79.923,Kottawa North Dharmapala School,3.752364439960927,6.865576,79.958181,1482,3141,4.094755490836703
CM0424,CM0422,Malabe_South-CM0424-23G/1499-25-ODU-1(RTNRF-1),Thalangama_West-CM0422-23G/1499-25-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.89609,79.96,79.923,Kottawa North Dharmapala School,3.752364439960927,6.865576,79.958181,1483,3142,4.094755490836703
CM0115,CM0350,Udahamulla-CM0115-23G/1508-23-ODU-1(RTNRF-1),Nawinna-CM0350-23G/1508-23-ODU-1(RTNRF-1),Colombo,Colombo,6.86741,6.85802,79.9103,79.9215,Kottawa North Dharmapala School,4.683885378832495,6.865576,79.958181,1559,3218,1.6157872018757264
CM0056,CM0087,Mahargama-CM0056-23G/1326-23-ODU-1(RTNRF-1),Pannipitiya-CM0087-23G/1326-23-ODU-1(RTNRF-1),Colombo,Colombo,6.83946,6.84139,79.9271,79.9508,Kottawa North Dharmapala School,3.5006586788592244,6.865576,79.958181,864,2523,2.628297168330463
CM0879,CM0424,Kalalgoda_East-CM0879-23G/655-23-ODU-1(RTNRF-1),Pothuarawa-CM0424-23G/655-23-ODU-1(RTNRF-1),Colombo,Colombo,6.87036,6.894167,79.955,79.96,Kottawa North Dharmapala School,1.8470079171082463,6.865576,79.958181,1489,3148,2.690191461468619
CM0558,CM0424,Hokandara_South-CM0558-18G/1251-23-ODU-1(RTNRF-1),Pothuarawa-CM0424-18G/1251-23-ODU-1(RTNRF-1),Colombo,Colombo,6.86835,6.894167,79.9623,79.96,Kottawa North Dharmapala School,1.7651015149997966,6.865576,79.958181,779,2438,2.8664016728863757
CM0424,CM0198,Malabe_South-CM0424-23G/698-24-ODU-1(RTNRF-1),Hokandara-CM0198-23G/698-24-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.881667,79.96,79.952778,Kottawa North Dharmapala School,2.478621373663851,6.865576,79.958181,851,2510,1.5962672354005851
CM0873,CM0422,Pelawatta_Jn-CM0873-26G/1167-24-ODU-1(RTNRF-1),Thalangama_West-CM0422-26G/1167-24-ODU-1(RTNRF-1),Colombo,Colombo,6.89167,6.89609,79.929,79.923,Kottawa North Dharmapala School,4.737961200871598,6.865576,79.958181,1589,3248,0.823809657347632
CM0056,CM0087,Mahargama-CM0056-23G/1326-24-ODU-1(RTNRF-1),Pannipitiya-CM0087-23G/1326-24-ODU-1(RTNRF-1),Colombo,Colombo,6.83946,6.84139,79.9271,79.9508,Kottawa North Dharmapala School,3.5006586788592244,6.865576,79.958181,865,2524,2.628297168330463
CM0184,CM0424,Athurugiriya_Town-CM0184-18G/1236-23-ODU-1(RTNRF-1),Malabe_South-CM0424-18G/1236-23-ODU-1(RTNRF-1),Colombo,Colombo,6.877778,6.894167,79.989722,79.96,Kottawa North Dharmapala School,2.9131807709322564,6.865576,79.958181,188,1847,3.751771267200921
CM0634,CM0115,Thalapathpitiya_East-CM0634-23G/1720-25-ODU-1(RTNRF-1),Udahamulla-CM0115-23G/1720-25-ODU-1(RTNRF-1),Colombo,Colombo,6.86711,6.86741,79.9272,79.9103,Kottawa North Dharmapala School,4.362141748577324,6.865576,79.958181,1629,3288,1.868186636635699
CM0361,CM0512,Athurugiriya_South-CM0361-26G/859-24-ODU-1(RTNRF-1),Rukmalgama-CM0512-26G/859-24-ODU-1(RTNRF-1),Colombo,Colombo,6.866111,6.85787,79.996389,79.9828,Kottawa North Dharmapala School,3.4946073686112773,6.865576,79.958181,559,2218,1.756836409214497
CM0017,CM0087,Depanama-CM0017-26G/927-23-ODU-1(RTNRF-1),Pannipitiya-CM0087-26G/927-23-ODU-1(RTNRF-1),Colombo,Colombo,6.85811,6.84139,79.9427,79.9508,Kottawa North Dharmapala School,2.1585879472587663,6.865576,79.958181,356,2015,2.054409239878759
CM1213,CM0424,Asiri_Place_Atel-CM1213-23G/1639-23-ODU-1(RTNRF-1),Malabe_South-CM0424-23G/1639-23-ODU-1(RTNRF-1),Colombo,Colombo,6.913611,6.894167,79.955833,79.96,Kottawa North Dharmapala School,4.237144428015907,6.865576,79.958181,1052,2711,2.1990801789771806
CM1266,CM0113,Hema_Hosp_Thalaw_Ind-CM1266-26G/1229-23-ODU-1(RTNRF-1),Thalawathugoda-CM0113-26G/1229-23-ODU-1(RTNRF-1),Colombo,Colombo,6.87834,6.875278,79.9352,79.936111,Kottawa North Dharmapala School,2.7823547622089895,6.865576,79.958181,1316,2975,0.35327935489549983
CM0542,CM0424,ETHULKOTTE_SOUTH-CM0542-18G/1785-23-ODU-1(RTNRF-1),MALABE_SOUTH-CM0424-18G/1785-23-ODU-1(RTNRF-1),Colombo,Colombo,6.893611,6.894167,79.908333,79.96,Kottawa North Dharmapala School,4.104706175939406,6.865576,79.958181,677,2336,5.710567748580673
CM0361,CM0512,Athurugiriya_South-CM0361-26G/859-23-ODU-1(RTNRF-1),Rukmalgama-CM0512-26G/859-23-ODU-1(RTNRF-1),Colombo,Colombo,6.866111,6.85787,79.996389,79.9828,Kottawa North Dharmapala School,3.4946073686112773,6.865576,79.958181,558,2217,1.756836409214497
CM0115,CM0350,Udahamulla-CM0115-23G/1508-25-ODU-1(RTNRF-1),Nawinna-CM0350-23G/1508-25-ODU-1(RTNRF-1),Colombo,Colombo,6.86741,6.85802,79.9103,79.9215,Kottawa North Dharmapala School,4.683885378832495,6.865576,79.958181,1560,3219,1.6157872018757264
CM1114,CM0424,Hokandara_Juction_Dialog-CM1114-23G/1624-23-ODU-1(RTNRF-1),Malambe_South_Dialog-CM0424-23G/1624-23-ODU-1(RTNRF-1),Colombo,Colombo,6.88,6.894167,79.96,79.96,Kottawa North Dharmapala School,2.3870000204663233,6.865576,79.958181,1454,3113,1.5667319792024739
CM0873,CM0422,Pelawatta_Jn-CM0873-26G/1167-23-ODU-1(RTNRF-1),Thalangama_West-CM0422-26G/1167-23-ODU-1(RTNRF-1),Colombo,Colombo,6.89167,6.89609,79.929,79.923,Kottawa North Dharmapala School,4.737961200871598,6.865576,79.958181,1588,3247,0.823809657347632
CM0879,CM0424,Kalalgoda_East-CM0879-23G/655-24-ODU-1(RTNRF-1),Pothuarawa-CM0424-23G/655-24-ODU-1(RTNRF-1),Colombo,Colombo,6.87036,6.894167,79.955,79.96,Kottawa North Dharmapala School,1.8470079171082463,6.865576,79.958181,1490,3149,2.690191461468619
CM0513,CM0875,Kalalgoda Dialog-CM0513-23G/718-24-ODU-1(RTNRF-1),Pamunuwa Relocat-CM0875-23G/718-24-ODU-1(RTNRF-1),Colombo,Colombo,6.86664,6.858056,79.9451,79.926944,Kottawa North Dharmapala School,2.475045860413762,6.865576,79.958181,731,2390,2.219946027723643
CM0424,CM0981,MALABE_SOUTH-CM0424-18G/1786-23-ODU-1(RTNRF-1),Pore-CM0981-18G/1786-23-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.887778,79.96,79.982778,Kottawa North Dharmapala School,3.16532157288778,6.865576,79.958181,312,1971,2.614714570940054
CM0424,CM0198,Malabe_South-CM0424-23G/698-23-ODU-1(RTNRF-1),Hokandara-CM0198-23G/698-23-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.881667,79.96,79.952778,Kottawa North Dharmapala School,2.478621373663851,6.865576,79.958181,850,2509,1.5962672354005851
CM0236,CM0424,Arangala-CM0236-23G/721-24-ODU-1(RTNRF-1),Malabe_South-CM0424-23G/721-24-ODU-1(RTNRF-1),Colombo,Colombo,6.888333,6.894167,79.963611,79.96,Kottawa North Dharmapala School,2.8674132226683122,6.865576,79.958181,217,1876,0.7586399799647607
CM0424,CM1270,Malabe_South-CM0424-18G/1484-24-ODU-1(RTNRF-1),SAITM_Hospital_Ind-CM1270-18G/1484-24-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.92421,79.96,79.9628,Kottawa North Dharmapala School,4.836220579964332,6.865576,79.958181,1166,2825,3.336845148504469
CM0056,CM0409,Maharagama-CM0056-18G/970-23-ODU-1(RTNRF-1),Pelanwatta-CM0409-18G/970-23-ODU-1(RTNRF-1),Colombo,Colombo,6.83946,6.826944,79.9271,79.953056,Kottawa North Dharmapala School,4.101445887061649,6.865576,79.958181,17,1676,3.1854565867449054
CM1315,CM0194,Macarthy_South_Dialog-CM1315-23G/1482-23-ODU-1(RTNRF-1),Gregories_Road_Dialog-CM0194-23G/1482-23-ODU-1(RTNRF-1),Colombo,Colombo,6.911667,6.909444,79.871389,79.871667,Orugodawatta,3.7586206973301204,6.943741,79.87887,1582,3241,0.24775470668373595
CM0260,CM0758,Kala_Traders-CM0260-18G/1610-23-ODU-1(RTNRF-1),Fairway_Condominium_IBS-CM0758-18G/1610-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.91012,79.876111,79.906,Orugodawatta,3.040823678060275,6.943741,79.87887,707,2366,3.8529620199243486
GM0045,GM0250,Thorana_Jn-GM0045-23G/701-23-ODU-1(RTNRF-1),Hunupitiya_South-GM0250-23G/701-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.968,6.97806,79.9058,79.9042,Orugodawatta,4.339275912606597,6.943741,79.87887,6,1665,1.1265027820822733
CM0150,CM0522,Landmark-CM0150-26G/1301-23-ODU-1(RTNRF-1),Albert_Crecent-CM0522-26G/1301-23-ODU-1(RTNRF-1),Colombo,Colombo,6.903611,6.908611,79.8525,79.863333,Orugodawatta,4.7623910476259095,6.943741,79.87887,1160,2819,1.3187573405325754
CM1061,CM0591,Miraniya_St_North-CM1061-26G/781-24-ODU-1(RTNRF-1),Pettah_South-CM0591-26G/781-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93944,6.93928,79.8615,79.8606,Orugodawatta,2.027993423144819,6.943741,79.87887,1435,3094,0.10102021645575338
